,ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE
1,12317,191.86629127839916,-2.1568809851102073,0.640331766174319,0.060769189099262676,33.19414138793945
2,12301,148.88870097241772,68.96562726990831,3.233812968080242,0.21192974956328775,7.097710609436035
3,6792,221.89159207424976,9.334199106107343,5.976487513396306,0.4267067913265318,9.664977073669434
4,1882,91.94791667832183,-6.39343192872527,1.047458616218655,0.09188752403447578,15.127252578735352
5,4396,83.84384802031717,-5.330839803421991,4.133260585461694,0.07686388948222646,44.871185302734375
