Seq Num,Obs ID,Instrument,Grating,Appr Exp,Exposure,Target Name,PI Name,RA,Dec,Status,Data Mode,Exp Mode,Avg Cnt Rate,Evt Cnt,Start Date,Public Release Date,Proposal,Science Category,Type,Obs Cycle,Prop Cycle,Joint,Grid Name
402273,23495,ACIS-I,NONE,10.00,9.83,NGC 253,Earnshaw,11.925,-25.303,archived,FAINT,TE,7.996974508972253,78594,2021-07-27 00:42:59,2022-07-27 09:29:26,22400554,BH AND NS BINARIES,GO,22,22,None,
402274,23496,ACIS-I,NONE,10.00,9.83,NGC 253,Earnshaw,11.925,-25.303,archived,FAINT,TE,8.364820137629474,82219,2021-08-21 07:49:48,2022-08-23 06:25:12,22400554,BH AND NS BINARIES,GO,22,22,None,
402275,23497,ACIS-I,NONE,10.00,9.83,NGC 253,Earnshaw,11.925,-25.303,archived,FAINT,TE,8.120139559770356,79814,2021-09-18 12:23:28,2022-09-19 14:19:03,22400554,BH AND NS BINARIES,GO,22,22,None,
402276,23498,ACIS-I,NONE,10.00,9.96,NGC 253,Earnshaw,11.925,-25.303,archived,FAINT,TE,3.189083586816852,31759,2021-10-13 18:41:04,2022-10-14 12:03:20,22400554,BH AND NS BINARIES,GO,22,22,None,
402277,23499,ACIS-I,NONE,10.00,9.83,NGC 253,Earnshaw,11.925,-25.303,archived,FAINT,TE,7.543988004563941,74195,2021-11-08 10:37:43,2022-11-08 19:20:47,22400554,BH AND NS BINARIES,GO,22,22,None,
402278,23500,ACIS-I,NONE,10.00,9.83,NGC 253,Earnshaw,11.925,-25.303,archived,FAINT,TE,7.8540085770027055,77220,2021-12-06 20:33:41,2022-12-07 06:00:34,22400554,BH AND NS BINARIES,GO,22,22,None,
402279,23501,ACIS-I,NONE,10.00,9.83,NGC 253,Earnshaw,11.925,-25.303,archived,FAINT,TE,7.952996510309403,78146,2022-01-05 13:46:40,2023-01-06 06:52:19,22400554,BH AND NS BINARIES,GO,22,22,None,
402326,25157,ACIS-S,NONE,22.00,19.74,MAXI J0556-332,Homan,89.193,-33.175,archived,FAINT,TE,0.6567605767800428,12967,2022-01-14 04:20:42,2023-02-25 18:38:59,23400431,BH AND NS BINARIES,GO,23,23,None,
402326,26276,ACIS-S,NONE,23.00,20.84,MAXI J0556-332,Homan,89.193,-33.175,archived,FAINT,TE,0.84915460302017,17693,2022-02-25 05:43:02,2023-02-25 18:38:59,23400431,BH AND NS BINARIES,GO,23,23,None,
402331,25162,ACIS-S,NONE,27.00,27.70,lmc-obs45578-835,Ludwig,76.194,-69.040,archived,VFAINT,TE,3.8680483732194175,107149,2022-07-19 21:27:05,2023-07-21 08:53:37,23400459,BH AND NS BINARIES,GO,23,23,None,
402331,26460,ACIS-S,NONE,23.00,22.87,lmc-obs45578-835,Ludwig,76.194,-69.040,archived,VFAINT,TE,3.9304822712830503,89889,2022-07-20 12:14:17,2023-07-21 08:53:37,23400459,BH AND NS BINARIES,GO,23,23,None,
402357,26249,ACIS-S,NONE,21.00,19.69,SGRB211106A,Rouco Escorial,343.585,-53.231,archived,VFAINT,TE,4.0328336118625705,79417,2022-01-04 14:58:56,2022-04-10 19:22:53,22408828,BH AND NS BINARIES,DDT,22,22,None,
402357,26262,ACIS-S,NONE,19.00,18.21,SGRB211106A,Rouco Escorial,343.585,-53.231,archived,VFAINT,TE,4.07324492141368,74192,2022-01-05 03:27:04,2022-04-10 19:22:53,22408828,BH AND NS BINARIES,DDT,22,22,None,
402359,26407,ACIS-S,NONE,40.00,39.56,GRB 220412B,Gompertz,320.803,-0.222,archived,VFAINT,TE,4.3007274188138656,170144,2022-05-02 07:07:14,2022-08-03 06:07:47,23408842,BH AND NS BINARIES,DDT,23,23,None,
402374,26516,ACIS-S,NONE,20.00,19.40,AZV 493,Oey,19.327,-73.298,archived,FAINT,TE,6.968100454087681,135183,2023-09-11 17:36:00,2024-03-12 09:18:54,24400133,BH AND NS BINARIES,GO,24,24,None,
402378,26520,ACIS-S,NONE,20.00,19.71,4FGL J1831.1-6503,Swihart,277.777,-65.066,archived,FAINT,TE,7.694468185730225,151649,2023-08-03 20:00:16,2024-02-04 11:18:53,24400153,BH AND NS BINARIES,GO,24,24,None,
402380,26522,ACIS-S,NONE,20.00,21.09,4FGL J2043.9-4802,Swihart,310.981,-48.040,archived,FAINT,TE,6.551678122642823,138149,2023-10-14 13:42:38,2024-04-15 08:48:54,24400153,BH AND NS BINARIES,GO,24,24,None,
402404,26546,ACIS-S,NONE,25.00,27.07,GRB231117A,Fong,332.390,13.523,archived,VFAINT,TE,2.807302623971673,76003,2023-11-21 06:21:04,2024-05-21 16:51:03,24400307,BH AND NS BINARIES,TOO,24,24,None,
402407,26549,ACIS-I,NONE,10.00,9.96,LMC Deep Field 01,Antoniou,84.156,-69.414,archived,VFAINT,TE,4.712583426645103,46946,2023-10-16 04:03:27,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402407,27065,ACIS-I,NONE,11.20,10.53,LMC Deep Field 01,Antoniou,84.156,-69.414,archived,VFAINT,TE,5.165134014965269,54408,2023-12-21 02:42:32,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402407,28980,ACIS-I,NONE,15.00,14.78,LMC Deep Field 01,Antoniou,84.156,-69.414,archived,VFAINT,TE,4.727251821726537,69869,2023-10-19 15:37:15,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402407,28981,ACIS-I,NONE,15.00,14.78,LMC Deep Field 01,Antoniou,84.156,-69.414,archived,VFAINT,TE,4.6680461771338155,68979,2023-10-20 00:27:43,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402407,29129,ACIS-I,NONE,9.00,9.29,LMC Deep Field 01,Antoniou,84.156,-69.414,archived,VFAINT,TE,2.009246368796623,18657,2023-12-22 14:02:15,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402408,27068,ACIS-I,NONE,19.00,18.44,LMC Deep Field 02,Antoniou,85.068,-69.550,archived,VFAINT,TE,4.637937804443243,85503,2024-03-07 13:11:01,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402408,29307,ACIS-I,NONE,21.00,21.01,LMC Deep Field 02,Antoniou,85.068,-69.550,archived,VFAINT,TE,4.611435269446699,96873,2024-03-07 22:36:37,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402408,29308,ACIS-I,NONE,20.00,19.71,LMC Deep Field 02,Antoniou,85.068,-69.550,archived,VFAINT,TE,4.578690419123056,90226,2024-03-08 08:27:36,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402409,26551,ACIS-I,NONE,40.00,39.46,LMC Deep Field 03,Antoniou,82.243,-69.048,archived,VFAINT,TE,4.8210425706442654,190262,2024-05-09 23:58:56,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402409,27069,ACIS-I,NONE,17.00,16.76,LMC Deep Field 03,Antoniou,82.243,-69.048,archived,VFAINT,TE,4.502440667253,75449,2024-03-18 07:31:53,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402409,27070,ACIS-I,NONE,14.00,13.17,LMC Deep Field 03,Antoniou,82.243,-69.048,archived,VFAINT,TE,4.4270086799835635,58298,2024-04-10 02:36:16,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402409,29336,ACIS-I,NONE,13.00,12.81,LMC Deep Field 03,Antoniou,82.243,-69.048,archived,VFAINT,TE,4.33913853831803,55574,2024-03-21 07:34:40,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402409,29367,ACIS-I,NONE,16.00,14.71,LMC Deep Field 03,Antoniou,82.243,-69.048,archived,VFAINT,TE,1.6521311764376954,24308,2024-04-12 05:36:21,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402410,27071,ACIS-I,NONE,20.00,19.51,LMC Deep Field 04,Antoniou,82.599,-67.210,archived,VFAINT,TE,4.411234226370627,86076,2024-01-17 08:24:08,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402410,27072,ACIS-I,NONE,25.00,24.59,LMC Deep Field 04,Antoniou,82.599,-67.210,archived,VFAINT,TE,1.7820178035162053,43812,2023-09-10 01:43:31,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402410,29196,ACIS-I,NONE,15.00,14.78,LMC Deep Field 04,Antoniou,82.599,-67.210,archived,VFAINT,TE,4.302699884135368,63603,2024-01-17 18:21:15,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402411,27073,ACIS-I,NONE,15.00,14.72,LMC Deep Field 05,Antoniou,82.783,-69.272,archived,VFAINT,TE,1.705877864330732,25102,2024-01-28 09:28:17,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402411,29215,ACIS-I,NONE,15.00,14.78,LMC Deep Field 05,Antoniou,82.783,-69.272,archived,VFAINT,TE,4.395054882480937,64973,2024-04-09 18:31:16,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402412,26554,ACIS-I,NONE,21.50,19.82,LMC Deep Field 06,Antoniou,83.208,-67.033,archived,VFAINT,TE,2.1385659158321446,42389,2023-01-17 18:26:47,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402412,27075,ACIS-I,NONE,32.00,29.59,LMC Deep Field 06,Antoniou,83.208,-67.033,archived,VFAINT,TE,4.6991185898815955,139040,2023-08-04 02:02:21,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402412,27669,ACIS-I,NONE,18.50,16.75,LMC Deep Field 06,Antoniou,83.208,-67.033,archived,VFAINT,TE,5.865686457205157,98238,2023-01-20 02:39:06,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402412,27975,ACIS-I,NONE,13.00,12.80,LMC Deep Field 06,Antoniou,83.208,-67.033,archived,VFAINT,TE,4.359701892875252,55822,2024-03-10 08:43:11,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402413,26555,ACIS-I,NONE,31.00,30.65,LMC Deep Field 07,Antoniou,83.879,-66.957,archived,VFAINT,TE,1.784016835471978,54673,2023-09-14 07:16:56,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402413,27077,ACIS-I,NONE,28.00,27.62,LMC Deep Field 07,Antoniou,83.879,-66.957,archived,VFAINT,TE,5.121228766918487,141426,2023-07-22 15:44:59,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402413,27078,ACIS-I,NONE,25.00,24.76,LMC Deep Field 07,Antoniou,83.879,-66.957,archived,VFAINT,TE,2.204778882212631,54582,2023-01-04 05:35:48,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402414,27080,ACIS-I,NONE,26.00,25.75,LMC Deep Field 08,Antoniou,82.250,-69.853,archived,VFAINT,TE,1.823158562072898,46944,2023-09-16 10:52:19,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402415,26557,ACIS-I,NONE,11.00,9.84,LMC Deep Field 09,Antoniou,82.750,-70.200,archived,VFAINT,TE,6.083395972733705,59833,2022-12-17 05:29:30,2024-02-19 12:48:53,24400340,BH AND NS BINARIES,GO,24,24,None,
402415,27081,ACIS-I,NONE,27.00,24.56,LMC Deep Field 09,Antoniou,82.750,-70.200,archived,VFAINT,TE,1.8456688772211343,45327,2023-08-18 03:20:52,2024-02-19 12:48:53,24400340,BH AND NS BINARIES,GO,24,24,None,
402415,27082,ACIS-I,NONE,30.50,27.62,LMC Deep Field 09,Antoniou,82.750,-70.200,archived,VFAINT,TE,5.211922421044985,143934,2023-07-22 02:42:27,2024-02-19 12:48:53,24400340,BH AND NS BINARIES,GO,24,24,None,
402415,27605,ACIS-I,NONE,11.00,9.84,LMC Deep Field 09,Antoniou,82.750,-70.200,archived,VFAINT,TE,5.995004409533202,58975,2022-12-17 20:14:14,2024-02-19 12:48:53,24400340,BH AND NS BINARIES,GO,24,24,None,
402415,27606,ACIS-I,NONE,20.50,19.71,LMC Deep Field 09,Antoniou,82.750,-70.200,archived,VFAINT,TE,6.032640047814284,118877,2022-12-18 03:05:07,2024-02-19 12:48:53,24400340,BH AND NS BINARIES,GO,24,24,None,
402416,27083,ACIS-I,NONE,25.00,24.59,LMC Deep Field 10,Antoniou,76.650,-68.742,archived,VFAINT,TE,1.7668702931889997,43439,2023-08-20 05:20:42,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402416,27084,ACIS-I,NONE,28.00,27.61,LMC Deep Field 10,Antoniou,76.650,-68.742,archived,VFAINT,TE,5.1289474618306645,141630,2023-07-23 04:44:41,2024-05-15 00:00:00,24400340,BH AND NS BINARIES,GO,24,24,None,
402453,27481,ACIS-S,NONE,10.00,9.95,NGC 7793,Brightman,359.458,-32.591,archived,VFAINT,TE,4.069192528256968,40488,2022-10-27 14:08:58,2022-10-31 09:21:03,23408871,BH AND NS BINARIES,DDT,23,23,None,
402458,27777,ACIS-S,NONE,19.00,19.81,GRB230307A,Fong,60.859,-75.379,archived,VFAINT,TE,3.2500149626531463,64386,2023-03-31 10:19:08,2023-04-03 14:11:09,24408902,BH AND NS BINARIES,DDT,24,24,None,
402458,27778,ACIS-S,NONE,17.00,16.85,GRB230307A,Fong,60.859,-75.379,archived,VFAINT,TE,3.3220836998010244,55982,2023-04-01 21:29:11,2023-04-02 10:41:09,24408902,BH AND NS BINARIES,DDT,24,24,None,
402458,27779,ACIS-S,NONE,14.00,13.60,GRB230307A,Fong,60.859,-75.379,archived,VFAINT,TE,3.3163800949872586,45095,2023-04-02 09:45:47,2023-04-02 15:51:09,24408902,BH AND NS BINARIES,DDT,24,24,None,
402496,28042,ACIS-S,NONE,20.00,19.81,1eRASS J032542.8-524702,Roberts,51.428,-52.784,archived,FAINT,TE,6.642870380646427,131573,2023-10-12 09:33:18,2024-04-12 16:38:54,25400403,BH AND NS BINARIES,GO,25,25,None,
402497,28043,ACIS-S,NONE,20.00,20.79,1eRASS J044957.0-315751,Roberts,72.487,-31.964,archived,FAINT,TE,6.693011496994846,139175,2023-10-04 19:03:10,2024-04-06 11:08:54,25400403,BH AND NS BINARIES,GO,25,25,None,
402499,28045,ACIS-S,NONE,20.00,19.81,1eRASS J034728.4-681302,Roberts,56.868,-68.217,archived,FAINT,TE,6.726551127891234,133234,2023-10-13 00:24:18,2024-04-13 15:58:54,25400403,BH AND NS BINARIES,GO,25,25,None,
503168,22445,ACIS-S,NONE,50.00,49.41,ASASSN-18tb,Dwarkadas,64.526,-63.615,archived,VFAINT,TE,6.563525265523377,324327,2021-07-27 03:56:52,2022-07-29 12:14:19,21500316,SN, SNR AND ISOLATED NS,GO,21,21,None,
503195,22704,ACIS-S,NONE,37.00,34.11,DEM S5,Predehl,10.194,-73.618,archived,VFAINT,TE,11.586199084302672,395209,2021-01-04 10:53:41,2022-08-06 11:43:55,21500627,SN, SNR AND ISOLATED NS,GTO,21,21,None,
503195,24633,ACIS-S,NONE,30.00,28.50,DEM S5,Predehl,10.194,-73.618,archived,VFAINT,TE,11.421091528520305,325527,2021-01-19 02:45:56,2022-08-06 11:43:55,21500627,SN, SNR AND ISOLATED NS,GTO,21,21,None,
503195,24634,ACIS-S,NONE,30.00,29.67,DEM S5,Predehl,10.194,-73.618,archived,VFAINT,TE,11.132328407862532,330265,2021-08-05 17:00:04,2022-08-06 11:43:55,21500627,SN, SNR AND ISOLATED NS,GTO,21,21,None,
503218,23543,ACIS-S,NONE,20.00,19.80,GRB211106A,Berger,343.585,-53.230,archived,VFAINT,TE,11.183896399733657,221453,2021-11-16 13:50:03,2022-11-18 08:40:00,22500107,SN, SNR AND ISOLATED NS,TOO,22,22,None,
503251,23576,ACIS-S,NONE,28.00,26.72,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,5.238026294386629,139980,2021-09-10 01:41:10,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24263,ACIS-S,NONE,30.00,29.67,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.661008853947085,227323,2021-08-26 16:00:32,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24264,ACIS-S,NONE,25.00,24.74,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.596561788263395,187932,2021-06-04 10:42:53,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24265,ACIS-S,NONE,35.00,34.88,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.565427409589351,263906,2021-08-16 08:31:12,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24266,ACIS-S,NONE,25.00,24.74,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.569640826686956,187266,2021-06-15 23:21:52,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24267,ACIS-S,NONE,24.00,23.15,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.928830302817967,183562,2021-08-21 18:46:04,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24268,ACIS-S,NONE,28.00,27.69,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.640995205469391,211614,2021-06-13 08:21:07,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24269,ACIS-S,NONE,25.00,24.74,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.589325026719047,187724,2021-06-05 19:37:36,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24270,ACIS-S,NONE,26.00,25.72,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.570082003249236,194711,2021-05-28 09:42:54,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24271,ACIS-S,NONE,25.00,24.80,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.448275869110557,184719,2021-05-13 05:32:34,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24272,ACIS-S,NONE,37.00,36.40,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.356322265055132,267777,2021-09-24 11:06:22,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24273,ACIS-S,NONE,30.00,29.50,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.50077484872736,221239,2021-09-23 17:14:57,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,24274,ACIS-S,NONE,25.00,24.73,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.569036678983794,187220,2021-03-09 07:42:28,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,25061,ACIS-S,NONE,25.00,29.72,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,7.687951357766231,228475,2021-11-02 23:27:49,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503251,25988,ACIS-S,NONE,12.00,11.08,SNR 0519-69.0,Williams,79.896,-69.033,archived,VFAINT,TE,5.126414796617922,56818,2021-09-09 10:56:11,2022-11-05 10:18:20,22500449,SN, SNR AND ISOLATED NS,GO,22,22,None,
503282,24709,ACIS-S,NONE,10.00,9.96,SN 2014df,Kraft,56.100,-44.669,archived,VFAINT,TE,4.09630378121284,40782,2021-05-16 23:23:17,2022-05-17 10:20:29,22500658,SN, SNR AND ISOLATED NS,GTO,22,22,None,
503302,25179,ACIS-S,NONE,20.00,19.43,SN1986J,Stroh,35.630,42.333,archived,VFAINT,TE,4.044510532881207,78566,2021-11-03 20:59:45,2022-11-04 16:09:36,23500115,SN, SNR AND ISOLATED NS,GO,23,23,None,
503303,25180,ACIS-S,NONE,20.00,18.83,SN2003bg,Stroh,62.748,-31.414,archived,VFAINT,TE,3.7671839815543393,70919,2022-12-26 01:09:19,2023-12-27 16:41:05,23500115,SN, SNR AND ISOLATED NS,GO,23,23,None,
503304,25181,ACIS-S,NONE,20.00,18.83,SN2012ap,Stroh,75.057,-3.348,archived,VFAINT,TE,4.163350337955803,78408,2021-12-10 01:29:50,2022-12-17 13:02:23,23500115,SN, SNR AND ISOLATED NS,GO,23,23,None,
503313,25190,ACIS-S,NONE,20.00,19.81,SN2016coi,Stroh,329.767,18.186,archived,VFAINT,TE,4.495601888540181,89049,2022-04-15 07:33:21,2023-04-15 16:53:48,23500115,SN, SNR AND ISOLATED NS,GO,23,23,None,
503314,25191,ACIS-S,NONE,20.00,18.83,SN2014C,Stroh,339.273,34.409,archived,VFAINT,TE,4.081282045965107,76863,2022-01-24 06:09:28,2023-01-24 11:45:08,23500115,SN, SNR AND ISOLATED NS,GO,23,23,None,
503331,25208,ACIS-S,NONE,16.00,14.86,GRB 220101A,Fruchter,1.353,31.769,archived,VFAINT,TE,8.907149281077333,132360,2022-02-07 17:18:56,2023-02-09 17:42:19,23500404,SN, SNR AND ISOLATED NS,TOO,23,23,HST+NRAO,
503331,26305,ACIS-S,NONE,16.00,14.86,GRB 220101A,Fruchter,1.353,31.769,archived,VFAINT,TE,6.824162926374177,101386,2022-02-08 04:01:57,2023-02-09 17:42:19,23500404,SN, SNR AND ISOLATED NS,TOO,23,23,HST+NRAO,
503331,26306,ACIS-S,NONE,16.00,14.86,GRB 220101A,Fruchter,1.353,31.769,archived,VFAINT,TE,6.824843749315258,101389,2022-02-08 14:09:30,2023-02-09 17:42:19,23500404,SN, SNR AND ISOLATED NS,TOO,23,23,HST+NRAO,
503331,26307,ACIS-S,NONE,16.00,14.86,GRB 220101A,Fruchter,1.353,31.769,archived,VFAINT,TE,6.910449877392945,102661,2022-02-09 00:17:02,2023-02-09 17:42:19,23500404,SN, SNR AND ISOLATED NS,TOO,23,23,HST+NRAO,
503331,26308,ACIS-S,NONE,16.00,14.86,GRB 220101A,Fruchter,1.353,31.769,archived,VFAINT,TE,6.920616336840062,102819,2022-02-09 10:16:15,2023-02-09 17:42:19,23500404,SN, SNR AND ISOLATED NS,TOO,23,23,HST+NRAO,
503339,25216,ACIS-S,NONE,15.00,13.79,SN2012ap,Chornock,75.057,-3.348,archived,VFAINT,TE,3.649407486233333,50341,2023-01-17 14:05:01,2024-01-18 12:51:05,23500541,SN, SNR AND ISOLATED NS,TOO,23,23,NuSTAR,
503340,25217,ACIS-S,NONE,15.00,15.09,SN2012ap,Chornock,75.057,-3.348,archived,VFAINT,TE,3.4939645712277394,52721,2023-04-10 15:47:33,2024-04-11 10:51:09,23500541,SN, SNR AND ISOLATED NS,TOO,23,23,NuSTAR,
503371,26441,ACIS-S,NONE,15.00,14.88,GRB220611A,Levan,66.515,-37.260,archived,VFAINT,TE,4.096624164964451,60946,2022-06-23 23:33:57,2022-06-24 10:37:30,23508849,SN, SNR AND ISOLATED NS,DDT,23,23,None,
503390,26630,ACIS-S,NONE,20.00,19.81,GRB 230906A,Dichiara,79.753,-47.893,archived,VFAINT,TE,4.028506580453547,79818,2023-09-11 04:58:29,2023-12-11 18:48:54,24500202,SN, SNR AND ISOLATED NS,TOO,24,24,None,
503401,26641,ACIS-S,NONE,20.00,19.32,AT2022tsd,Matthews,50.045,8.749,archived,VFAINT,TE,3.927153202297604,75869,2022-10-16 23:14:41,2022-10-18 21:31:03,24500280,SN, SNR AND ISOLATED NS,TOO,24,24,NuSTAR,
503402,26642,ACIS-S,NONE,20.00,19.81,AT2022tsd,Matthews,50.045,8.749,archived,VFAINT,TE,3.9043993626133147,77350,2022-10-27 21:54:15,2022-10-31 09:51:03,24500280,SN, SNR AND ISOLATED NS,TOO,24,24,NuSTAR,
503403,26643,ACIS-S,NONE,20.00,18.83,AT2022tsd,Matthews,50.045,8.749,archived,VFAINT,TE,4.073262277304907,76688,2022-11-04 12:33:54,2022-11-08 14:51:03,24500280,SN, SNR AND ISOLATED NS,TOO,24,24,NuSTAR,
503404,26644,ACIS-S,NONE,20.00,18.14,AT2022tsd,Matthews,50.045,8.749,archived,VFAINT,TE,3.8129826001087914,69163,2022-11-22 05:26:54,2022-11-23 19:01:03,24500280,SN, SNR AND ISOLATED NS,TOO,24,24,NuSTAR,
503405,26645,ACIS-S,NONE,40.00,39.55,AT2022tsd,Matthews,50.045,8.749,archived,VFAINT,TE,3.6891619977049017,145888,2023-01-30 16:28:43,2023-02-02 12:01:06,24500280,SN, SNR AND ISOLATED NS,TOO,24,24,NuSTAR,
503406,26646,ACIS-S,NONE,16.00,16.72,AT2022tsd,Matthews,50.045,8.749,archived,VFAINT,TE,3.1619535404669423,52859,2023-07-11 03:36:08,2023-07-11 11:28:53,24500280,SN, SNR AND ISOLATED NS,TOO,24,24,NuSTAR,
503406,27950,ACIS-S,NONE,12.00,11.92,AT2022tsd,Matthews,50.045,8.749,archived,VFAINT,TE,3.1770194174114468,37873,2023-07-12 08:17:04,2023-07-12 23:28:53,24500280,SN, SNR AND ISOLATED NS,TOO,24,24,NuSTAR,
503406,27951,ACIS-S,NONE,12.00,11.92,AT2022tsd,Matthews,50.045,8.749,archived,VFAINT,TE,3.324431206297098,39629,2023-07-16 06:25:21,2023-07-17 01:38:53,24500280,SN, SNR AND ISOLATED NS,TOO,24,24,NuSTAR,
503408,26648,ACIS-S,NONE,13.70,14.39,AT 2018hco,Hajela,16.890,23.476,archived,VFAINT,TE,2.8363024928012526,40812,2023-10-22 19:00:10,2024-04-24 12:31:03,24500292,SN, SNR AND ISOLATED NS,GO,24,24,NRAO,
503408,29000,ACIS-S,NONE,13.70,14.39,AT 2018hco,Hajela,16.890,23.476,archived,VFAINT,TE,2.8361634992457883,40810,2023-10-23 03:48:33,2024-04-24 12:31:03,24500292,SN, SNR AND ISOLATED NS,GO,24,24,NRAO,
503408,29001,ACIS-S,NONE,12.80,13.89,AT 2018hco,Hajela,16.890,23.476,archived,VFAINT,TE,2.8741088879419516,39927,2023-10-23 12:27:58,2024-04-24 12:31:03,24500292,SN, SNR AND ISOLATED NS,GO,24,24,NRAO,
503408,29002,ACIS-S,NONE,9.80,9.95,AT 2018hco,Hajela,16.890,23.476,archived,VFAINT,TE,2.822781616582344,28078,2023-10-23 20:55:41,2024-04-24 12:31:03,24500292,SN, SNR AND ISOLATED NS,GO,24,24,NRAO,
503440,27263,ACIS-S,NONE,15.00,14.82,GRB 220706A,Gompertz,0.604,-16.411,archived,VFAINT,TE,4.033867385660016,59775,2022-08-16 12:41:13,2022-08-17 06:44:57,23508856,SN, SNR AND ISOLATED NS,DDT,23,23,None,
503444,27639,ACIS-S,NONE,24.00,22.63,AT2022tsd,Ho,50.045,8.749,archived,FAINT,TE,3.5883535361271934,81208,2022-12-26 14:11:54,2022-12-27 02:01:05,23508884,SN, SNR AND ISOLATED NS,DDT,23,23,None,
503444,27643,ACIS-S,NONE,16.00,15.14,AT2022tsd,Ho,50.045,8.749,archived,FAINT,TE,3.6368019670467615,55053,2022-12-29 07:06:37,2022-12-30 02:31:05,23508884,SN, SNR AND ISOLATED NS,DDT,23,23,None,
503448,27644,ACIS-S,NONE,10.00,9.93,SN 2022jli,Chen,8.690,-8.387,archived,FAINT,TE,5.58446310157005,55460,2023-01-17 10:43:40,2023-01-18 07:31:05,23508880,SN, SNR AND ISOLATED NS,DDT,23,23,None,
