ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match,ned_match,simbad_match,vizier_match,xray-binaries_match
20952,250.2161887960045,46.68466538765278,5.3761844450753,0.044078990255873134,324.2694396972656,yes,yes,yes,no,yes,no,yes,no
21563,128.6758828843719,45.48543410995103,5.141475727317518,0.26050467487579826,22.809730529785156,yes,no,no,no,no,no,no,no
22650,144.92818129044298,40.84079236989762,4.618190198172492,0.1524023837412374,26.73818588256836,yes,no,no,no,no,no,no,no
22651,209.927294001265,41.08993986689252,4.034129808483764,0.2439479730680406,10.239227294921875,yes,no,no,no,yes,no,yes,no
24311,124.4136504413134,-7.612863178576952,5.494745358234119,0.3313400604682631,14.66213321685791,yes,yes,yes,no,yes,no,yes,no
12028,207.1824486299894,26.62180081912273,2.184001700459343,0.07192643026206513,22.710803985595703,yes,no,yes,no,yes,no,yes,no
21831,207.3471871384415,26.584446826043,5.859147728064056,0.42488448932424777,11.657370567321777,no,no,no,no,no,no,no,no
957,189.02061039091137,62.33740059446164,6.65092159319649,0.3193084078721738,21.472759246826172,yes,no,no,no,yes,no,yes,no
3408,189.1668909944635,62.32828620722678,6.91870066069987,0.5853667050047325,4.749783515930176,yes,yes,yes,no,yes,no,yes,no
5029,160.83520540227497,59.072292978741274,5.780590472781754,0.27405878073886825,17.760581970214844,yes,no,no,no,yes,no,yes,no
5033,222.4627521691541,8.87902334416332,9.065546621218688,0.7175350897161972,12.414019584655762,no,yes,yes,no,no,no,yes,no
5846,214.94313445236781,52.99515423692547,6.806518816771566,0.06538240254629925,255.24822998046875,yes,no,yes,no,yes,no,yes,no
5849,214.66794566812735,52.66652317187165,3.258194767366574,0.1362404768050698,21.036827087402344,yes,no,yes,no,yes,no,yes,no
7947,218.60851940999703,33.11621458548027,2.21216455915827,0.09167940909060386,23.901710510253906,yes,no,no,no,yes,no,yes,no
8000,150.34252272198546,2.2263582083435094,7.166194536199452,0.3327742888124951,31.7813720703125,no,yes,yes,no,no,no,no,no
8552,150.4233083405005,2.133051241265482,0.7941466023938327,0.104208171524022,22.536474227905273,yes,yes,yes,no,yes,no,yes,no
8021,149.75413147683287,2.141879205420779,4.241744614093674,0.19587294038955932,15.737241744995117,yes,no,yes,no,yes,no,yes,no
9759,255.3837385119292,64.28358150246719,7.175172043249228,0.634657950198395,8.440476417541504,yes,no,no,no,yes,no,yes,no
8122,150.16807883564343,2.6156378619109137,6.564408262717881,0.34095230578353347,19.665767669677734,yes,yes,yes,no,yes,no,yes,no
8636,252.1275220161406,34.963280591578,7.231017780708325,0.4562864251522453,20.851463317871094,yes,yes,no,no,yes,no,yes,no
9875,215.0739590665335,53.10646420720893,6.395412253848615,0.2743643359251829,22.873544692993164,no,no,no,no,no,no,yes,no
9456,214.9598459686411,52.74343671858296,6.843992055975204,0.43170182045602223,14.61906909942627,yes,no,yes,no,yes,no,yes,no
9735,214.61010790231427,52.543556190043304,4.905069407755588,0.38397873573951546,11.704999923706055,yes,no,no,no,yes,no,yes,no
10847,214.57698247994185,52.732409502877424,6.830045277682406,0.390154825788567,11.234726905822754,no,no,yes,no,no,no,yes,no
11779,192.91125048437246,-10.492443908764113,3.265405563711542,0.18751261405006786,11.097461700439453,no,no,no,no,no,no,unknown,no
12290,162.10339330669112,-25.113268837077346,3.039939256122807,0.1128157647463595,28.541078567504883,yes,no,yes,no,no,no,yes,no
12926,268.52177236811764,66.71187432456233,3.571540345129571,0.18158748373147224,15.733735084533691,yes,no,yes,no,no,no,no,no
12928,268.450827049469,66.36787732928096,5.192756788870829,0.36704123312797504,8.73110580444336,yes,no,no,no,no,no,no,no
15211,149.9977986080273,2.7795509776133587,6.881241164577004,0.44091645369942584,13.221552848815918,yes,yes,no,no,yes,no,yes,no
15214,149.8264104839223,2.717910597606008,6.0954080274666,0.22853012587002405,33.47157287597656,yes,yes,yes,no,yes,no,yes,no
15220,149.56673174029135,1.812502480254071,3.577347664126897,0.11745828193000647,27.43344497680664,yes,no,no,no,no,no,no,no
15239,149.96782003514846,2.780649197705185,5.166429448174821,0.475128501916317,9.19897747039795,yes,yes,no,no,no,no,yes,no
15247,149.94552975422835,1.5808876940632424,0.3747377485104271,0.0824005795059225,28.702062606811523,yes,no,yes,no,no,no,no,no
18479,217.46557398606146,33.95162253284156,4.162522121743603,0.1330807452234197,19.62494468688965,yes,no,no,no,no,no,yes,no
17708,284.29392496516715,-20.864133526550333,7.309112764017213,0.6557864235657025,5.642044544219971,yes,no,no,no,no,no,yes,no
17709,284.3209219929565,-20.894212262091003,3.504523065869046,0.1538091368137833,17.87543487548828,yes,no,no,no,no,no,yes,no
366,56.6480193226298,24.026501331649943,4.525318851606353,0.05353793447573578,260.5845031738281,yes,no,yes,no,no,no,yes,no
1522,83.83414642007978,-5.478266897431931,5.34632468122906,0.1299410147607997,47.873600006103516,yes,no,yes,no,yes,no,yes,no
19,285.4693401999303,-36.949943652049235,1.687494013400095,0.09201432859420942,29.451278686523438,no,yes,yes,no,no,no,no,no
21,84.13707888171876,-6.739150028808378,2.202478070632525,0.031059080174290057,196.3343963623047,yes,no,yes,no,no,no,yes,no
606,55.99883529267423,32.23414790035548,8.704621976656798,0.11542150372402758,208.91798400878906,yes,yes,yes,no,no,no,yes,no
642,52.31011362202864,31.376711849619827,3.449490226909139,0.19709656179825535,13.173249244689941,yes,no,no,no,no,no,no,no
1867,167.42482022127018,-76.58290937121158,1.494894060873792,0.014459824663977676,661.2672729492188,yes,no,no,no,no,no,yes,no
1872,86.80864624795527,0.004391478211081963,8.139595680628288,0.03561145206987988,797.1891479492188,yes,no,no,no,no,no,yes,no
1878,85.40901062142616,-1.971643463097423,3.808144713135259,0.05068109764519267,135.4189453125,yes,yes,no,no,unknown,no,yes,no
1882,91.94120977430495,-6.416070097716933,2.358859133362789,0.03600921402642449,119.90936279296875,yes,no,no,no,no,no,no,no
2548,83.82059376126192,-5.765499778573061,5.734198079471057,0.14286624063657774,63.59354782104492,no,no,no,no,no,no,yes,no
2549,83.84919959478431,-4.8379312388196,2.240405670374378,0.03122414621374524,164.86843872070312,yes,no,no,no,no,no,yes,no
2561,282.4394568139593,-23.83791575019641,0.8715822320025858,0.09692781771084988,21.403287887573242,no,no,no,no,no,no,no,no
3498,83.85557947910266,-5.424859052084564,2.839681991921461,0.11192245337070814,16.017141342163086,yes,no,yes,no,yes,no,yes,no
3499,285.4628654850285,-36.903523339739756,3.620284523132482,0.20896358716732888,14.328957557678223,no,no,yes,no,no,no,yes,no
3744,83.84555063371978,-5.541237819299623,8.900715563023205,0.12899624199097579,143.74716186523438,yes,yes,yes,no,yes,no,yes,no
4373,83.82609443478036,-5.4982568906993,6.198767661790662,0.03577792598196491,380.54541015625,yes,no,yes,no,yes,no,yes,no
4374,83.83454972080153,-5.510927143325117,7.011933366852174,0.05969748391691495,206.5559539794922,yes,no,yes,no,yes,yes,yes,no
4395,83.81588325718705,-5.553384173803526,9.486177777481235,0.041767158639808656,637.5673217773438,yes,yes,yes,no,yes,no,yes,no
4396,83.78342571280876,-5.545571461922744,9.275102000433069,0.13395793332703088,129.343017578125,yes,no,yes,no,yes,no,yes,no
3752,29.515943793995323,37.686994373285614,7.156019723954689,0.2644170873305153,28.561141967773438,yes,no,no,no,no,no,no,no
4475,285.41838767460126,-36.8618515570672,7.972668701621216,0.3222403991862612,41.283016204833984,yes,yes,yes,no,no,no,yes,no
4497,51.269804017647836,30.64944922082576,8.926119073584012,0.4771275626463178,22.858755111694336,yes,yes,no,no,no,yes,no,no
4499,66.77684485990099,24.779030078806183,3.598069984333484,0.16541121224345204,19.36484146118164,no,no,no,no,no,no,yes,no
5381,67.9006504990799,18.2286170930872,5.777986831238165,0.24137510059639558,23.464035034179688,yes,yes,yes,no,yes,no,yes,no
5415,68.39185336359807,24.354711682255783,0.6084277246612567,0.010797971693214687,879.7129516601562,yes,no,yes,no,yes,no,yes,no
5427,288.85822435225583,-24.206666514929157,2.612991626869058,0.11200424221013186,23.492782592773438,yes,yes,no,no,no,no,yes,no
6396,165.64477360691117,-77.64467439000134,7.429790298317194,0.6841380776031433,12.757120132446289,no,no,no,no,no,no,yes,no
7246,66.72670232836363,26.1141519959306,2.35477349530382,0.1029457629107736,26.56576919555664,yes,no,yes,no,no,no,yes,no
7247,66.73876910040438,26.107819847386708,1.465584356988102,0.05133230143330406,73.92791748046875,yes,yes,yes,no,yes,no,yes,no
6413,86.53323387584778,-0.03125210010210856,4.712978588417698,0.32228423005986534,14.954649925231934,no,yes,yes,no,no,no,yes,no
6416,83.77111643472414,-5.6122207586753765,6.021816931270783,0.06833287957322791,269.8911437988281,yes,yes,yes,no,no,no,yes,no
6417,83.69849978465095,-5.730533801974878,10.20512627685653,0.2264469053479668,89.52100372314453,yes,yes,yes,no,no,no,yes,no
6418,83.7733478492955,-5.489612990553715,6.872598202610955,0.20125400802590593,43.93741989135742,yes,yes,yes,no,yes,yes,yes,no
6419,83.83007185467503,-5.517859326180273,8.65309851424938,0.21353437929464664,71.2260513305664,yes,yes,yes,no,yes,no,no,no
6436,52.3928279236415,31.295377048887367,7.379145263188993,0.11831812936631031,164.1039581298828,yes,yes,yes,no,no,no,yes,no
8582,164.6057491461935,-77.24943087115791,2.352043385620273,0.07010488751248461,39.423282623291016,yes,no,no,no,no,no,yes,no
8584,55.99867461126236,32.03172023940095,4.755052041386048,0.11189231811556649,74.15191650390625,no,yes,yes,no,yes,no,no,no
8585,86.54100896064409,-0.09983914318324352,3.335004001238423,0.19402640269961566,14.696139335632324,no,yes,yes,no,no,no,yes,no
8936,83.77400479679685,-5.565561448836721,5.235413003732185,0.06359605308055084,245.24391174316406,yes,no,yes,no,yes,no,yes,no
9915,86.4872461358489,-0.13087227589296502,4.610967147641555,0.20049928546745865,20.166364669799805,yes,yes,no,no,no,no,yes,no
9922,68.45518451652592,17.886087179540358,2.597149501949573,0.13649611195933573,15.331573486328125,yes,no,no,no,no,no,yes,no
11011,66.7228862210992,26.115065756221668,2.50253924110376,0.02719170690392615,193.05996704101562,yes,yes,yes,no,yes,no,yes,no
12392,92.70067076518636,-6.190421414295687,0.9155883032604205,0.06515304527559196,20.710477828979492,yes,no,no,no,no,no,yes,no
13426,56.10645020842366,32.10467420610449,2.713163899959335,0.049561311724638825,99.13743591308594,yes,yes,yes,no,no,no,yes,no
13427,56.10651212388191,32.20813173082698,4.01527317915196,0.04150948779352162,302.8609619140625,yes,yes,yes,no,yes,no,yes,no
13429,56.14589491293192,32.25852662206895,6.939743059615344,0.4871226231277705,15.841203689575195,yes,no,yes,no,no,no,yes,no
13431,56.083333012316906,32.112581251100835,3.113560344418231,0.15075990221499483,14.488338470458984,yes,yes,yes,no,no,no,yes,no
13433,56.14346420985443,32.10690072149288,2.502422981898047,0.08488462875501919,26.39527130126953,yes,no,yes,no,no,no,yes,no
13434,56.20748996018954,32.0592445359618,6.58911735917826,0.3219100580908348,16.91358757019043,yes,yes,yes,no,no,no,yes,no
13619,284.1570323147406,-37.332703085274034,0.6083396641739434,0.10145049367386628,15.190054893493652,no,no,no,no,no,no,yes,no
13625,118.08638378438818,-49.68097786268158,8.205172307221968,0.7777185952088546,9.109811782836914,yes,no,no,no,no,yes,no,no
13637,83.81420117424713,-5.433182107971879,2.822537780069495,0.04017687459830459,104.5551986694336,yes,no,yes,no,no,no,yes,no
13650,289.25004775129634,-16.06272346357941,3.328656560463506,0.11711911264666466,24.440757751464844,yes,no,yes,no,no,no,yes,no
14436,289.1857060673312,-16.13822951392736,3.623425877012752,0.21009663554572466,8.556451797485352,no,no,no,no,no,no,yes,no
14444,289.3247320669824,-16.09215351070546,7.571089728445067,0.4427140590637299,20.390058517456055,yes,no,no,no,no,no,yes,no
14334,83.82480765470066,-5.426139855793201,2.339806825033962,0.1179779775010248,17.11119270324707,no,no,yes,no,yes,no,yes,no
15546,83.8214411639577,-5.446067831654938,3.502829748278529,0.18763612734935067,16.180612564086914,yes,yes,yes,no,yes,no,yes,no
14335,83.85935538673215,-5.355147727978877,2.919788378877268,0.10054292382218884,32.48784255981445,yes,no,yes,no,no,no,yes,no
14603,58.1699910268464,17.10258626696707,5.403687094415175,0.2105289916374828,50.53223419189453,yes,no,no,no,no,no,yes,no
16663,358.56864977650025,-33.30804667785654,3.721456806779628,0.2174929204495657,13.714441299438477,yes,no,no,no,no,no,no,no
17251,56.62627086537593,24.085335220958164,3.780897088216159,0.1652153536836012,10.23758602142334,yes,no,yes,no,no,no,yes,no
17252,56.5981024422918,24.03061687871242,5.469969424070722,0.16936790483095493,36.43003463745117,yes,no,no,no,no,no,no,no
17735,83.78997093220674,-5.472955683714199,5.336000225860319,0.08701192114454326,99.33053588867188,yes,no,yes,no,yes,yes,yes,no
19940,169.14038189340948,-76.50419588688334,5.46888062919353,0.1724127764832818,46.63788604736328,yes,no,no,no,no,no,yes,no
18927,83.87398106077137,-4.997347956823227,0.2244992878987654,0.13006678604469318,11.87867259979248,no,no,no,no,no,no,no,no
20882,83.91043234168086,-4.994811493397779,1.989121189111706,0.03142632021196389,227.3861541748047,yes,no,yes,no,no,no,yes,no
20883,83.76914723182502,-4.974995354753297,6.65176553639373,0.5516581675494998,9.504225730895996,yes,yes,no,no,no,no,yes,no
19709,285.39105911207696,-36.962596928975906,3.339365341644564,0.0399565914584705,292.24853515625,no,yes,yes,no,no,no,yes,no
21854,83.86151941968305,-5.348063559369133,2.825209860208965,0.12762147170001756,20.5256290435791,yes,no,yes,no,no,no,yes,no
21855,83.93956915792558,-5.343974105696196,6.81666305730237,0.37259356231212665,9.420994758605957,yes,no,no,no,no,no,yes,no
23406,65.43543409876051,20.40268425599928,0.1226143472128736,0.03571338288607763,154.4210205078125,yes,no,yes,no,no,no,no,no
955,6.026701184685439,-72.07859398672593,1.027647862779551,0.03729963240647359,62.330989837646484,no,no,yes,no,no,no,no,no
2668,265.29660595095515,-53.816332956377266,9.787568513068956,0.7110781670588067,10.252191543579102,yes,no,yes,no,no,no,yes,no
2669,265.307408797073,-53.564275404667896,7.263108256220002,0.42731348014427,17.846813201904297,yes,no,yes,no,no,no,no,no
6167,11.570103449813375,41.61574125549141,6.249498183343981,0.3246044630448264,26.95824432373047,yes,yes,yes,no,no,no,yes,yes
7453,137.8455705969012,-64.90524186913623,4.65913359716628,0.34741013450186065,10.021321296691895,yes,no,no,no,no,no,yes,no
7461,265.15619951068004,-53.696505237101185,1.575880945395213,0.06638440370966946,25.525922775268555,yes,no,no,no,no,no,no,no
11024,262.6070134935548,-67.16017085811285,9.879912620754514,0.45112590416962794,27.204280853271484,yes,no,yes,no,no,no,yes,no
2735,6.093815365830667,-72.07330536737834,0.781276106335632,0.09192912946260529,7.060482501983643,yes,no,no,no,no,no,no,no
2736,6.044181529897609,-72.09145857546343,0.6434329183312555,0.07898673857221736,8.850432395935059,no,no,no,no,no,no,no,no
2737,6.004099748027287,-72.08148636696356,1.277940016344859,0.013095920957229504,331.6683654785156,no,no,yes,no,no,no,no,no
2738,6.004044612052963,-72.08147858782534,1.252740748811235,0.009584236278388494,548.2894897460938,no,no,yes,no,no,no,no,no
13733,283.82665499387633,-22.755289100853886,4.540310148498869,0.26184477702197656,15.355729103088379,no,no,no,no,no,no,yes,no
14664,17.45063891692039,-72.67266394891594,6.919609899525527,0.49373926406314556,9.434571266174316,yes,no,no,no,yes,no,no,yes
15497,17.977358601007012,-72.76591950387841,3.608377353375719,0.20685543055969186,12.448843002319336,yes,yes,yes,no,yes,no,no,yes
16320,17.977072326197696,-72.76589219985027,3.602323087903795,0.13305233408634434,35.497005462646484,yes,yes,yes,no,yes,no,no,yes
14668,13.62148985618616,-72.51860143643718,8.374198508122905,0.2061931619633209,74.56168365478516,yes,yes,yes,no,no,no,no,yes
15747,6.026600414059274,-72.07875768570938,0.6497619969995265,0.027132555759671207,74.7989501953125,yes,no,yes,no,no,no,no,no
16528,6.026410515822246,-72.07870758882038,0.2792189551289921,0.05584481483695118,22.751953125,yes,no,yes,no,no,no,no,no
1967,83.86438184073045,-69.31301216100954,2.537897551376135,0.09551131818196731,14.621045112609863,yes,no,yes,no,no,no,no,yes
3871,62.801809184749494,-31.403953794961986,3.043196244825384,0.1259552273640778,14.642131805419922,yes,no,no,no,no,no,yes,no
4613,35.60978901208967,42.30922234270746,1.170967663955939,0.03747461672874492,72.99937438964844,no,yes,yes,no,no,no,no,yes
6683,328.65343861578015,16.902331588523033,2.721711729806909,0.11950638476703916,14.135064125061035,yes,yes,yes,no,no,no,yes,no
7569,95.22480660868158,-62.38772094147701,4.448650938548533,0.11563830894857266,59.27106857299805,yes,yes,yes,no,no,no,yes,no
7584,287.3942617229663,-37.71949047849327,2.839720710466588,0.10756457560899156,24.407146453857422,yes,yes,no,no,no,no,no,no
9100,16.443171562603904,-72.04340244470072,3.653400908787032,0.17262400722094437,17.94655990600586,yes,yes,yes,no,yes,no,no,yes
12702,280.46683642794915,-28.535330158045376,1.948824386260903,0.04190045547813662,93.32123565673828,yes,yes,yes,no,no,no,yes,no
14208,59.37137185395656,32.15539834467752,6.541362219352941,0.12328587473118613,136.94107055664062,yes,yes,yes,no,no,no,yes,no
14800,254.9198969378841,-60.33011186098318,9.591413504203844,1.2967987678004564,5.417413234710693,yes,yes,no,no,no,no,yes,no
16000,24.184014178367534,15.805133025629264,3.292745716466511,0.1770846966128583,18.030746459960938,no,yes,yes,no,yes,yes,no,yes
16958,313.9501122253513,25.687423239037788,2.351794504893581,0.13151888823205649,17.58694839477539,yes,yes,yes,no,no,no,no,no
20074,77.32160865380686,-68.68128506618055,2.999790849627675,0.1754723958644239,11.910409927368164,yes,no,yes,no,no,no,no,no
22442,77.14510861957423,-67.5195332239743,5.340567530625644,0.4273579843903372,11.526541709899902,yes,no,yes,no,no,no,no,yes
23577,80.25923297616194,1.3358403793375384,1.569952857244898,0.12108495767587253,17.637279510498047,yes,no,no,no,no,no,no,no
5130,16.44381822220953,-72.04361179934341,7.212109952041345,0.7499127286503474,6.304986000061035,yes,yes,yes,no,yes,no,no,yes
5135,15.744247140026419,-72.0510212849743,4.756877977391044,0.3626854671152828,11.344472885131836,yes,yes,yes,no,no,no,no,yes
794,35.688801222494504,42.28550760401783,5.653360570742712,0.1601086295990838,35.983821868896484,yes,yes,yes,no,no,no,yes,no
2931,319.48318465107917,26.450837409157682,7.874062086962798,0.5764315491938019,10.070740699768066,yes,yes,no,no,no,no,no,no
3931,11.879099328138713,-25.307281352379118,1.269194231538156,0.02471161947366601,94.7003173828125,yes,yes,yes,no,no,no,no,yes
4448,283.7689693163855,-30.442415919474087,2.436618728042132,0.10654699868353444,25.560007095336914,yes,no,no,no,no,no,yes,yes
7171,23.392202021891684,30.536487469057242,1.388118911149336,0.012784767140358295,814.0323486328125,yes,yes,yes,no,no,no,no,yes
7208,23.424720106068314,30.64680963986604,9.84973225483605,0.5574669706971638,25.011484146118164,yes,yes,yes,no,yes,no,yes,yes
7060,324.1359487884658,-54.56039365071687,2.027446422602686,0.1160578466093444,12.47934341430664,no,no,yes,no,no,no,no,yes
7155,13.620352924129568,-72.51861166070454,6.25725776539309,0.16082902104244762,60.21024703979492,yes,yes,yes,no,yes,no,no,yes
8175,9.180634287689763,-33.540263710882606,2.028540966027153,0.08028047085079078,23.30239486694336,yes,no,yes,no,no,no,no,no
8197,40.130342428888405,39.059335946683106,2.218784094009115,0.1331400860162978,12.459378242492676,no,no,yes,no,yes,yes,no,yes
8464,40.25571404961497,38.939413724093846,11.02242399290746,0.4147179218053053,12.32902717590332,yes,no,no,no,no,no,no,no
9525,8.192769848934164,39.70808550369296,7.716141819971734,0.5081313638314231,16.554046630859375,yes,no,yes,no,no,no,yes,no
10563,36.376624005767255,-24.702324651269503,7.902312379696622,0.3397044513566183,17.38983726501465,yes,no,no,no,no,no,no,no
12238,13.753917529402537,-37.57795187994043,4.6665369726621,0.29438608927217474,12.362852096557617,yes,no,no,no,no,no,yes,yes
14899,37.67475824701776,29.48553599499759,8.796490136139123,0.3917509965016198,28.634227752685547,yes,yes,no,no,no,no,no,no
14904,345.49250178555906,15.948703559294035,1.620122791150634,0.0841585700527913,13.364900588989258,no,no,no,no,no,no,no,no
17011,11.52431058206342,41.71737172807838,6.517529195771504,0.30857030893184045,13.408463478088379,yes,yes,yes,no,no,no,yes,yes
20343,11.823231108062151,-25.303280898490748,3.749011672775092,0.02080119365452974,422.27276611328125,no,yes,yes,no,yes,no,no,yes
3012,76.84296916793853,-37.43970024068281,6.456386988591224,0.2693725820612606,26.977272033691406,yes,no,no,no,no,no,yes,no
3419,63.70114272810614,5.51592512094922,4.150298825316614,0.03738538854868948,428.088134765625,yes,yes,yes,no,no,no,yes,no
3969,100.55145109126398,-74.23612644226122,3.807334265359944,0.10386740943942256,39.35445785522461,yes,yes,no,no,no,no,yes,no
4062,76.68677721975321,-31.88658870680426,6.245423899715925,0.11017413189347564,108.77521514892578,yes,no,no,no,no,no,yes,no
6864,36.27616907451395,-4.479652140510988,5.071787626593776,0.24938354827359765,22.555591583251953,yes,yes,no,no,yes,no,yes,no
13373,329.5595760610136,-15.09985500957462,5.398741021755042,0.4904209279011179,11.735533714294434,yes,no,no,no,no,no,yes,no
14219,58.44579314520306,-10.421896331707918,0.3055035217816218,0.10317983469948223,13.468080520629883,yes,yes,yes,no,no,no,yes,no
20442,237.5386960406491,-78.14800684743477,2.90047965218455,0.1075891448810243,24.682147979736328,yes,no,no,no,no,no,no,no
21415,352.4059709632085,-15.29231489651015,2.82772215234902,0.15679210510743583,13.96267032623291,yes,no,no,no,no,no,yes,no
22096,19.786124690556584,-34.19178231860669,0.1993806977379843,0.042544243545668485,108.51840209960938,yes,yes,no,no,no,no,no,no
492,28.363937149258604,-13.695832299486183,5.264845750825492,0.2564854496730564,26.6318359375,yes,yes,yes,no,no,no,yes,no
1667,314.1032017774322,-4.593125403636415,5.452388422940089,0.3734137508627484,9.906383514404297,no,no,yes,no,no,no,no,no
3181,36.12326744709549,-0.005706095467948855,3.603249908980517,0.16697959955206765,11.031803131103516,yes,no,yes,no,yes,no,yes,no
3184,104.37588714426798,-55.98378038932979,6.503589810079358,0.3182210178630957,17.03316307067871,yes,no,no,no,no,yes,no,no
3191,302.43550368489286,-48.24571228312927,6.401281402442976,0.41918615345680194,8.690568923950195,yes,no,no,no,no,no,yes,no
3202,90.55182076656033,-40.105302179594126,6.90434051918277,0.10110866049905425,167.9066162109375,yes,yes,yes,no,no,no,no,no
4170,54.19420888462385,-35.108207244710854,8.6547187752183,0.2880596233297887,52.14373016357422,yes,yes,yes,no,no,no,yes,no
4180,14.113197179243778,-1.3560936714269154,7.18868090812146,0.33384026484829876,25.425992965698242,yes,yes,yes,no,no,no,yes,no
5353,329.1777483809539,-4.8317163775649945,3.373402161675509,0.11746257247565807,26.723567962646484,no,no,yes,no,no,no,no,no
5356,104.76282293021819,-55.916315352496746,4.690399431010136,0.16152925071119442,37.65402603149414,yes,no,yes,no,no,no,no,no
5761,59.07404045670518,-37.814246562005806,4.842675584408762,0.22657553235666955,23.359548568725586,yes,no,no,yes,no,no,yes,no
5764,53.31075005069184,-25.000636600324633,3.149381335188549,0.05125282429334384,109.53799438476562,yes,no,no,no,no,no,no,no
7182,35.992983587961994,-4.24389860418775,3.002457490164199,0.1657621380769251,8.792765617370605,no,yes,yes,no,no,no,yes,no
5797,2.763596018673341,-28.803604897952408,6.324764711272309,0.2590559836531161,28.02350616455078,yes,yes,no,no,no,no,no,no
7367,338.83977917351734,-25.988324893846666,2.722264115044328,0.171148756285146,7.508005619049072,no,no,yes,no,no,no,yes,no
7368,338.8397441004476,-25.98831957126473,2.747678351339415,0.20546925459371315,10.670208930969238,no,no,yes,no,no,no,yes,no
7895,350.00417966497423,42.798655026599434,4.835856755173094,0.19231019146072784,28.80242347717285,yes,no,yes,no,no,no,no,no
9333,353.2145441823099,-50.74698084220134,8.774641270580275,0.4531797658210943,24.64739418029785,yes,no,yes,no,no,no,yes,no
9761,69.82210533721802,5.251924393182201,6.289613533793463,0.14383879697620347,94.68798065185547,yes,no,yes,no,no,no,no,no
9382,292.92796253354874,-26.59326271837175,1.623277364265402,0.05286718641465735,48.3692626953125,yes,no,no,no,no,no,yes,no
11715,49.905121910329854,41.308325693574815,6.741858386106683,0.18967070574040615,22.303241729736328,yes,no,no,no,no,no,yes,no
11737,337.78287837916287,39.372900983787254,1.64868051205963,0.11791873519075456,7.996007919311523,no,no,no,no,no,no,no,no
11744,355.74445762616574,-55.412487136517235,4.859091185760956,0.09217229148916972,79.22000885009766,yes,yes,no,no,no,no,no,no
12179,15.713706701008455,-22.12535545712598,1.859716533660884,0.0497043938668086,42.72150802612305,yes,no,yes,no,no,no,yes,no
12264,90.00442872803535,-52.71504419773976,4.700744609910269,0.2767100330713763,12.066136360168457,no,no,no,no,no,no,no,no
12273,87.16239534227341,-25.569317098135958,5.576384848565249,0.3767107432355483,9.907144546508789,no,no,no,no,no,no,no,no
13218,329.0199555840565,37.933641779646656,4.123107776589372,0.18162090614006784,19.81111717224121,yes,no,yes,no,no,no,yes,no
13445,15.524483995558105,-22.12825471150584,3.800040792644774,0.12146686508306122,25.493253707885742,no,no,yes,no,no,no,no,no
13454,15.935693730603868,-21.812706512890927,7.384355051185367,0.32639995393184523,16.7299747467041,no,no,no,no,no,no,no,no
13456,15.609565255559803,-22.16257247487922,1.757024263338649,0.05995568527223982,51.084320068359375,yes,no,yes,no,no,no,yes,no
13505,345.3466524671922,-40.39490994631052,7.998846676176796,0.4886269878575185,16.08481788635254,no,no,no,no,no,no,no,no
13989,49.21016973234148,42.37840247678241,5.087444223493812,0.38273792003098195,10.165301322937012,yes,no,no,no,no,no,yes,no
13990,49.399323461630836,42.27818413988072,5.428644461206052,0.12861727090142672,56.97114562988281,yes,no,yes,no,no,no,yes,no
13991,49.32291373857621,42.215213686296174,7.267792570132108,0.2891950652341277,30.450971603393555,yes,no,yes,no,no,yes,yes,no
15547,339.9192394984413,-5.6953005153342735,4.694790338938645,0.29673351681242505,13.074859619140625,no,no,no,no,no,no,yes,no
14361,351.73925096659707,-2.120085354569878,7.885173571873738,0.3833648366811431,13.723236083984375,yes,yes,no,no,no,no,yes,no
14347,16.03707547958972,-22.266424475589755,7.098178858487303,0.0774652044519802,222.70262145996094,yes,no,yes,no,no,no,yes,no
15093,11.047428415283038,-20.542640329889426,0.7808271617714851,0.0847517539042436,14.857664108276367,no,no,no,no,no,no,yes,no
15113,45.268361416593024,-77.88092172934407,6.610756587647111,0.6491172130284858,7.617845058441162,no,no,no,no,no,no,no,no
17203,302.42304516283974,-56.47472481670903,4.287067916648232,0.07018727909362968,86.35528564453125,yes,no,yes,no,no,no,yes,no
18636,359.5789192179264,0.8275436512192089,8.716015249978309,0.6051134691942934,21.80970573425293,yes,no,no,no,yes,no,yes,no
19565,50.59533640699083,41.67474589660362,4.759501603155885,0.20201751824023195,26.652881622314453,yes,yes,yes,no,no,no,yes,no
20635,356.26458918615276,-42.64493274396772,3.144367640676147,0.06971504260865254,61.822425842285156,no,no,no,no,no,no,no,no
20633,331.5889732571856,9.1161881695146,3.53599069575834,0.12128887555463469,24.268783569335938,yes,no,no,no,no,no,yes,no
20851,50.9281855467406,24.346047360157332,4.593350454722767,0.18756026021257313,7.636998653411865,yes,no,no,no,no,no,no,no
21957,48.338791242870656,41.52592199099145,3.80763071671021,0.2004913395526248,12.058781623840332,yes,no,no,no,no,no,yes,no
23103,50.475290029665615,41.246834365744,3.501948580346485,0.228768844780718,10.726057052612305,no,no,no,no,no,no,no,no
22725,95.475857277929,-52.732199465971284,5.299156174139074,0.12458624023308976,59.04108428955078,yes,yes,yes,no,no,no,no,no
