ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match
4642,162.95480942785989,16.022130250166498,1.672,0.0465825031181238,74.31809997558594,no,no,no,no
4642,162.97192867704598,16.04617252295983,3.32,0.0958476627406078,34.74583053588867,no,no,no,no
4642,163.011244053028,16.04639145281438,4.647,0.0738850540236477,100.62150573730467,no,no,no,no
4642,162.92641344544333,15.97182213777331,1.983,0.0939232364435481,16.674314498901367,no,no,no,no
4642,162.95414714029397,15.997694870190696,0.2483333333333333,0.0810048858641987,16.832048416137695,no,no,no,no
4642,162.95888206120335,16.00003590650998,0.5433333333333333,0.1012266586415972,15.137250900268556,yes,no,no,no
4642,162.86312975402822,15.921453754511576,6.72,0.1693128741956084,22.85600852966309,no,no,no,no
4642,162.99332420882195,16.06757328754881,5.007,0.1975472149663855,25.07683753967285,no,no,no,no
4642,162.9154775628907,15.852976689716217,8.739,0.4054658251770465,31.559431076049805,yes,no,no,no
4642,162.86216489836923,15.921157249596792,6.774,0.1549832851721798,23.035690307617188,no,no,no,no
6293,246.24032301428144,-27.57024683617153,3.408,0.1334398921791336,25.924087524414062,yes,no,yes,no
6661,146.81975479388976,31.855723216925888,11.123,0.4670200186876807,55.02997970581055,yes,no,no,no
7607,171.88603809117976,56.88492190784222,0.22,0.1267361531438728,6.942936420440674,no,no,yes,no
10125,187.04990094832672,44.1115852815776,0.26,0.1135238594599951,10.469244956970217,yes,no,yes,no
10875,187.06527190133343,44.0936031982952,1.51,0.1064563961466369,11.49653148651123,yes,no,yes,no
10127,120.51749216308929,0.9864596403545896,10.687,0.3773142285012709,33.11894989013672,yes,no,no,no
11250,265.1746237546868,9.933674883719084,6.22,0.3452661695917125,12.646242141723633,no,no,no,no
12024,175.7269599425964,51.06088216989171,5.013,0.3820962087016354,9.381794929504396,no,no,yes,no
12301,148.786765393384,68.95618697381816,3.954,0.1762513018013669,20.31295585632324,yes,no,no,no
12699,112.3164165495996,75.07288700593172,4.689,0.3734521164067624,9.830048561096191,no,no,no,no
13435,308.70325142015173,60.09866227078183,1.259,0.0465943164760362,49.12178039550781,no,no,yes,no
14423,225.7189094677956,-41.87922065568797,2.632,0.1440252663381035,14.00076389312744,no,no,yes,no
13796,148.97789603053278,69.683645308651,0.9583333333333334,0.0594592823334421,20.689361572265625,yes,no,yes,no
14341,210.89807372655827,54.285824041939655,4.503,0.2116722583320225,23.885087966918945,no,no,yes,no
14886,173.11788740179577,27.661365072189863,2.681,0.1095300151501443,9.579955101013184,no,no,yes,no
15873,237.8516178270773,27.51406670116204,10.089,0.4422175181212509,3.8963451385498047,no,no,no,no
15986,237.9718873811302,27.53942773745942,4.478,0.2225367587534363,15.440258979797363,yes,no,yes,no
16580,149.03367777485462,69.69440368173639,2.374,0.0436336901568448,55.84620666503906,no,no,yes,no
16960,126.5208353665424,63.81272754122057,4.093,0.2935672003524049,8.174517631530762,no,no,yes,no
18765,173.2117189281501,27.65939592444766,4.376,0.2962162206610497,8.05864143371582,no,no,yes,no
17550,185.46616220130204,4.4676419669066165,1.49,0.0755057582832074,29.75587654113769,no,no,yes,no
17658,221.5250967800782,12.323145850113988,3.986,0.3110512071889293,5.34676456451416,no,no,no,no
17658,221.70309913029945,12.242077927859905,7.617,0.7106231365240991,9.80660343170166,no,no,no,no
18879,180.70174209839456,44.1905736179403,3.884,0.3156497929890269,10.27312469482422,no,no,yes,no
19037,162.1808006563458,23.664832747582093,0.1116666666666666,0.0318960467169556,151.78395080566406,yes,no,yes,no
20055,218.26040819734743,-44.02633142089744,8.256,0.8236195833679749,6.51102352142334,no,no,no,no
20998,202.4475888866251,47.161122447637034,2.952,0.1411506215682939,14.692543029785156,yes,no,yes,no
21005,186.60874192414718,31.214358402687445,1.06,0.12156805364368119,11.08975601196289,no,no,no,no
22158,197.5341852416216,-23.336781264693553,5.413,0.5424456013912934,5.5655927658081055,yes,no,no,no
21323,197.43525928721147,-23.402684983803397,1.413,0.14424231852292801,9.89648151397705,no,no,yes,no
21372,197.46872886329623,-23.3839859410928,1.096,0.09526381582969826,13.244511604309082,no,no,yes,no
24923,197.44901250507132,-23.383841940289496,0.12833333333333333,0.2074983352208314,8.496463775634766,no,no,yes,no
24909,188.02265151995624,9.124345184863197,2.379,0.18059092805395455,6.596725940704346,no,no,no,no
782,67.70054452798044,64.84738131633362,1.256,0.013803253472076565,271.81329345703125,yes,no,yes,no
782,67.83772094825066,64.84154235953292,2.918,0.12135755825502809,15.828291893005371,yes,no,no,no
782,67.60525745670823,64.84321802879697,3.206,0.10274408185610938,23.039522171020508,no,no,yes,no
782,67.70768004196293,64.84872703483484,1.243,0.0378818176348154,47.52167510986328,yes,no,no,no
782,67.7025472593159,64.84960642063906,1.346,0.01999400946480004,138.7440948486328,no,no,yes,no
782,67.80823380391286,64.85222673083334,2.479,0.0261909421387657,211.00888061523438,yes,no,yes,no
782,67.85464149509004,64.86506315838338,3.89,0.06879377167872094,87.85773468017578,no,no,yes,no
782,67.80485182256129,64.87485500958188,3.362,0.04547361384711902,106.3421859741211,no,no,yes,no
782,67.57003027520871,64.72151956627327,7.628,0.4614306873877669,16.420896530151367,no,no,no,no
782,67.87198206346339,64.8479904180574,3.863,0.13006683453175155,24.447267532348633,yes,no,yes,no
782,67.68691833684379,64.8796771303679,3.167,0.18333346469948614,10.71496868133545,yes,no,no,no
