# TEXT/SIMPLE
# elo ehi spectrum
5.639999994051 5.649999994040 6.3699665751842e-09
5.649999994040 5.659999994028 6.3542436500689e-09
5.659999994028 5.669999994017 6.3385851801583e-09
5.669999994017 5.679999994006 6.3229911620065e-09
5.679999994006 5.689999993995 6.3074608308233e-09
5.689999993995 5.699999993984 6.2919938078996e-09
5.699999993984 5.709999993973 6.2765900957967e-09
5.709999993973 5.719999993962 6.2612493187808e-09
5.719999993962 5.729999993950 6.2459707275551e-09
5.729999993950 5.739999993939 6.2307543304793e-09
5.739999993939 5.749999993928 6.2155997603992e-09
5.749999993928 5.759999993917 6.2005062793186e-09
5.759999993917 5.769999993906 6.1854742739081e-09
5.769999993906 5.779999993895 6.1705026389865e-09
5.779999993895 5.789999993884 6.1555913921179e-09
5.789999993884 5.799999993872 6.1407405498972e-09
5.799999993872 5.809999993861 6.1259490207817e-09
5.809999993861 5.819999993850 6.1112168276169e-09
5.819999993850 5.829999993839 6.0965439922402e-09
5.829999993839 5.839999993828 6.0819298028072e-09
5.839999993828 5.849999993817 6.0673739191092e-09
5.849999993817 5.859999993806 6.0528760035004e-09
5.859999993806 5.869999993794 6.0384360845407e-09
5.869999993794 5.879999993783 6.0240534641839e-09
5.879999993783 5.889999993772 6.0097278123358e-09
5.889999993772 5.899999993761 5.9954591623827e-09
5.899999993761 5.909999993750 5.9812468263658e-09
5.909999993750 5.919999993739 5.9670908407991e-09
5.919999993739 5.929999993728 5.9529908827258e-09
5.929999993728 5.939999993716 5.9389462740324e-09
5.939999993716 5.949999993705 5.9249570558014e-09
5.949999993705 5.959999993694 5.9110229121880e-09
5.959999993694 5.969999993683 5.8971435296878e-09
5.969999993683 5.979999993672 5.8833182429663e-09
5.979999993672 5.989999993661 5.8695470989474e-09
5.989999993661 5.999999993650 5.8555873086435e-09
5.999999993650 6.009999993638 5.8416832592733e-09
6.009999993638 6.019999993627 5.8280756136080e-09
6.019999993627 6.029999993616 5.8145212344802e-09
6.029999993616 6.039999993605 5.8010191234885e-09
6.039999993605 6.049999993594 5.7875696841759e-09
6.049999993594 6.059999993583 5.7741722732475e-09
6.059999993583 6.069999993572 5.7608262528303e-09
6.069999993572 6.079999993560 5.7475323737451e-09
6.079999993560 6.089999993549 5.7342893090399e-09
6.089999993549 6.099999993538 5.7210971204174e-09
6.099999993538 6.109999993527 5.7079558683864e-09
6.109999993527 6.119999993516 5.6948652696906e-09
6.119999993516 6.129999993505 5.6818243595170e-09
6.129999993505 6.139999993494 5.6688335454524e-09
6.139999993494 6.149999993482 5.6558925502831e-09
6.149999993482 6.159999993471 5.6430007593634e-09
6.159999993471 6.169999993460 5.6301579018066e-09
6.169999993460 6.179999993449 5.6173640464865e-09
6.179999993449 6.189999993438 5.6046189240232e-09
6.189999993438 6.199999993427 5.5919219306489e-09
6.199999993427 6.209999993416 5.5792731386416e-09
6.209999993416 6.219999993404 5.5666719495547e-09
6.219999993404 6.229999993393 5.5541187718171e-09
6.229999993393 6.239999993382 5.5416126767365e-09
6.239999993382 6.249999993371 5.5291534084580e-09
6.249999993371 6.259999993360 5.5167413763013e-09
6.259999993360 6.269999993349 5.5043759925392e-09
6.269999993349 6.279999993338 5.4920566742609e-09
6.279999993338 6.289999993327 5.4797835021781e-09
6.289999993327 6.299999993315 5.4675562270803e-09
6.299999993315 6.309999993304 5.4553749294291e-09
6.309999993304 6.319999993293 5.4432387068774e-09
6.319999993293 6.329999993282 5.4311476440754e-09
6.329999993282 6.339999993271 5.4191014986906e-09
6.339999993271 6.349999993260 5.4071003550538e-09
6.349999993260 6.359999993249 5.3951433235081e-09
6.359999993249 6.369999993237 5.3832308159559e-09
6.369999993237 6.379999993226 5.3713622717548e-09
6.379999993226 6.389999993215 5.3595374568587e-09
6.389999993215 6.399999993204 5.3477561388417e-09
6.399999993204 6.409999993193 5.3360184074992e-09
6.409999993193 6.419999993182 5.3243237115388e-09
6.419999993182 6.429999993171 5.3126718232883e-09
6.429999993171 6.439999993159 5.3010628351506e-09
6.439999993159 6.449999993148 5.2894962026577e-09
6.449999993148 6.459999993137 5.2779717027992e-09
6.459999993137 6.469999993126 5.2664894304652e-09
6.469999993126 6.479999993115 5.2550488478943e-09
6.479999993115 6.489999993104 5.2436500515936e-09
6.489999993104 6.499999993093 5.2322925081922e-09
6.499999993093 6.509999993081 5.2209763157737e-09
6.509999993081 6.519999993070 5.2097009453016e-09
6.519999993070 6.529999993059 5.1984664963986e-09
6.529999993059 6.539999993048 5.1872724442945e-09
6.539999993048 6.549999993037 5.1761192009909e-09
6.549999993037 6.559999993026 5.1650056235091e-09
6.559999993026 6.569999993015 5.1539324355124e-09
6.569999993015 6.579999993003 5.1428988097368e-09
6.579999993003 6.589999992992 5.1319048502117e-09
6.589999992992 6.599999992981 5.1209503521520e-09
6.599999992981 6.609999992970 5.1100348053005e-09
6.609999992970 6.619999992959 5.0991586219406e-09
6.619999992959 6.629999992948 5.0883209883364e-09
6.629999992948 6.639999992937 5.0775220119448e-09
6.639999992937 6.649999992925 5.0667614947010e-09
6.649999992925 6.659999992914 5.0560389363089e-09
6.659999992914 6.669999992903 5.0453547490726e-09
6.669999992903 6.679999992892 5.0347084346333e-09
6.679999992892 6.689999992881 5.0240994985192e-09
6.689999992881 6.699999992870 5.0135283529775e-09
6.699999992870 6.709999992859 5.0029942051032e-09
6.709999992859 6.719999992847 4.9924974670789e-09
6.719999992847 6.729999992836 4.9820373510599e-09
6.729999992836 6.739999992825 4.9716142691427e-09
6.739999992825 6.749999992814 4.9612277362529e-09
6.749999992814 6.759999992803 4.9508775682107e-09
6.759999992803 6.769999992792 4.9405635820214e-09
6.769999992792 6.779999992781 4.9302855959028e-09
6.779999992781 6.789999992769 4.9200434292406e-09
6.789999992769 6.799999992758 4.9098371972440e-09
6.799999992758 6.809999992747 4.8996664257525e-09
6.809999992747 6.819999992736 4.8895309376610e-09
6.819999992736 6.829999992725 4.8794305569972e-09
6.829999992725 6.839999992714 4.8693654011109e-09
6.839999992714 6.849999992703 4.8593347113247e-09
6.849999992703 6.859999992691 4.8493388988122e-09
6.859999992691 6.869999992680 4.8393777902763e-09
6.869999992680 6.879999992669 4.8294509237796e-09
6.879999992669 6.889999992658 4.8195581300550e-09
6.889999992658 6.899999992647 4.8096992409106e-09
6.899999992647 6.909999992636 4.7998743771845e-09
6.909999992636 6.919999992625 4.7900833710539e-09
6.919999992625 6.929999992613 4.7803257689772e-09
6.929999992613 6.939999992602 4.7706014070328e-09
6.939999992602 6.949999992591 4.7609104079199e-09
6.949999992591 6.959999992580 4.7512523230231e-09
6.959999992580 6.969999992569 4.7416269915271e-09
6.969999992569 6.979999992558 4.7320348212824e-09
6.979999992558 6.989999992547 4.7224750835146e-09
6.989999992547 6.999999992535 4.7129476204420e-09
6.999999992535 7.009999992524 4.7034525573651e-09
7.009999992524 7.019999992513 4.6939894552478e-09
7.019999992513 7.029999992502 4.6845584402143e-09
7.029999992502 7.039999992491 4.6751593567097e-09
7.039999992491 7.049999992480 4.6657920501473e-09
7.049999992480 7.059999992469 4.6564560876747e-09
7.059999992469 7.069999992458 4.6471513183299e-09
7.069999992458 7.079999992446 4.6378781483175e-09
7.079999992446 7.089999992435 4.6286358700867e-09
7.089999992435 7.099999992424 4.6194246124829e-09
7.099999992424 7.109999992413 4.6102439501698e-09
7.109999992413 7.119999992402 4.6010942886053e-09
7.119999992402 7.129999992391 4.5757521481839e-09
7.129999992391 7.139999992380 4.5506192041227e-09
7.139999992380 7.149999992368 4.5417381020048e-09
7.149999992368 7.159999992357 4.5328859239232e-09
7.159999992357 7.169999992346 4.5240625330344e-09
7.169999992346 7.179999992335 4.5152675207545e-09
7.179999992335 7.189999992324 4.5065012976289e-09
7.189999992324 7.199999992313 4.4977634561886e-09
7.199999992313 7.209999992302 4.4890535919467e-09
7.209999992302 7.219999992290 4.4803721146679e-09
7.219999992290 7.229999992279 4.4717186209528e-09
7.229999992279 7.239999992268 4.4630929797073e-09
7.239999992268 7.249999992257 4.4544950606377e-09
7.249999992257 7.259999992246 4.4459247342326e-09
7.259999992246 7.269999992235 4.4373821395497e-09
7.269999992235 7.279999992224 4.4288666125745e-09
7.279999992224 7.289999992212 4.4203785611610e-09
7.289999992212 7.299999992201 4.4119175911387e-09
7.299999992201 7.309999992190 4.4034838425555e-09
7.309999992190 7.319999992179 4.3950766586569e-09
7.319999992179 7.329999992168 4.3866964461561e-09
7.329999992168 7.339999992157 4.3783428159982e-09
7.339999992157 7.349999992146 4.3700159091579e-09
7.349999992146 7.359999992134 4.3617153390937e-09
7.359999992134 7.369999992123 4.3534409846416e-09
7.369999992123 7.379999992112 4.3451929874282e-09
7.379999992112 7.389999992101 4.3369712262067e-09
7.389999992101 7.399999992090 4.3287750583171e-09
7.399999992090 7.409999992079 4.3206051486607e-09
7.409999992079 7.419999992068 4.3124605964427e-09
7.419999992068 7.429999992056 4.3043420649500e-09
7.429999992056 7.439999992045 4.2962486578016e-09
7.439999992045 7.449999992034 4.2881810366672e-09
7.449999992034 7.459999992023 4.2801385676086e-09
7.459999992023 7.469999992012 4.2721211364804e-09
7.469999992012 7.479999992001 4.2641291439678e-09
7.479999992001 7.489999991990 4.2561617045543e-09
7.489999991990 7.499999991978 4.2482194758732e-09
7.499999991978 7.509999991967 4.2403018322934e-09
7.509999991967 7.519999991956 4.2324089181201e-09
7.519999991956 7.529999991945 4.2245406217342e-09
7.529999991945 7.539999991934 4.2166965780029e-09
7.539999991934 7.549999991923 4.2088771854026e-09
7.549999991923 7.559999991912 4.2010818264171e-09
7.559999991912 7.569999991900 4.1933103934442e-09
7.569999991900 7.579999991889 4.1855632839820e-09
7.579999991889 7.589999991878 4.1778401370556e-09
7.589999991878 7.599999991867 4.1701405942223e-09
7.599999991867 7.609999991856 4.1624648011834e-09
7.609999991856 7.619999991845 4.1548126520142e-09
7.619999991845 7.629999991834 4.1471840414092e-09
7.629999991834 7.639999991822 4.1395788646653e-09
7.639999991822 7.649999991811 4.1319970176877e-09
7.649999991811 7.659999991800 4.1244383969736e-09
7.659999991800 7.669999991789 4.1169028996258e-09
7.669999991789 7.679999991778 4.1093904233254e-09
7.679999991778 7.689999991767 4.1019008663538e-09
7.689999991767 7.699999991756 4.0944341275630e-09
7.699999991756 7.709999991744 4.0869903525684e-09
7.709999991744 7.719999991733 4.0795689485696e-09
7.719999991733 7.729999991722 4.0721465173582e-09
7.729999991722 7.739999991711 4.0647465925379e-09
7.739999991711 7.749999991700 4.0573927782988e-09
7.749999991700 7.759999991689 4.0500614301337e-09
7.759999991689 7.769999991678 4.0427519626017e-09
7.769999991678 7.779999991666 4.0354647664558e-09
7.779999991666 7.789999991655 4.0281995017165e-09
7.789999991655 7.799999991644 4.0209560728573e-09
7.799999991644 7.809999991633 4.0137343848910e-09
7.809999991633 7.819999991622 4.0065345846017e-09
7.819999991622 7.829999991611 3.9993560951590e-09
7.829999991611 7.839999991600 3.9921995455600e-09
7.839999991600 7.849999991589 3.9850641205559e-09
7.849999991589 7.859999991577 3.9779502080837e-09
7.859999991577 7.869999991566 3.9708574759657e-09
7.869999991566 7.879999991555 3.9637858328959e-09
7.879999991555 7.889999991544 3.9567354262560e-09
7.889999991544 7.899999991533 3.9497059267201e-09
7.899999991533 7.909999991522 3.9426972445007e-09
7.909999991522 7.919999991511 3.9357095272076e-09
7.919999991511 7.929999991499 3.9287424483119e-09
7.929999991499 7.939999991488 3.9217961555579e-09
7.939999991488 7.949999991477 3.9148703242639e-09
7.949999991477 7.959999991466 3.9079651023093e-09
7.959999991466 7.969999991455 3.9010801668334e-09
7.969999991455 7.979999991444 3.8942156658432e-09
7.979999991444 7.989999991433 3.8873712782854e-09
7.989999991433 7.999999991421 3.8805469187721e-09
7.999999991421 8.009999991410 3.8737427354763e-09
8.009999991410 8.019999991399 3.8669586426978e-09
8.019999991399 8.029999991388 3.8601943229494e-09
8.029999991388 8.039999991377 3.8534499245578e-09
8.039999991377 8.049999991366 3.8467253632227e-09
8.049999991366 8.059999991355 3.8400203240875e-09
8.059999991355 8.069999991343 3.8333347250007e-09
8.069999991343 8.079999991332 3.8266687144648e-09
8.079999991332 8.089999991321 3.8200222100068e-09
8.089999991321 8.099999991310 3.8133951295969e-09
8.099999991310 8.109999991299 3.8067871626675e-09
8.109999991299 8.119999991288 3.8001984578716e-09
8.119999991288 8.129999991277 3.7936287063341e-09
8.129999991277 8.139999991265 3.7870782845520e-09
8.139999991265 8.149999991254 3.7805466567347e-09
8.149999991254 8.159999991243 3.7740337446808e-09
8.159999991243 8.169999991232 3.7675399237832e-09
8.169999991232 8.179999991221 3.7610646619308e-09
8.179999991221 8.189999991210 3.7546081079760e-09
8.189999991210 8.199999991199 3.7481701842206e-09
8.199999991199 8.209999991187 3.7417505883694e-09
8.209999991187 8.219999991176 3.7353496939619e-09
8.219999991176 8.229999991165 3.7289669749067e-09
8.229999991165 8.239999991154 3.7226025801689e-09
8.239999991154 8.249999991143 3.7162564340964e-09
8.249999991143 8.259999991132 3.7099282383913e-09
8.259999991132 8.269999991121 3.7036183647224e-09
8.269999991121 8.279999991109 3.6973265152009e-09
8.279999991109 8.289999991098 3.6910523938774e-09
8.289999991098 8.299999991087 3.6847961497741e-09
8.299999991087 8.309999991076 3.6785577096292e-09
8.309999991076 8.319999991065 3.6723370005714e-09
8.319999991065 8.329999991054 3.6661339501121e-09
8.329999991054 8.339999991043 3.6599484861488e-09
8.339999991043 8.349999991031 3.6533623625937e-09
8.349999991031 8.359999991020 3.6467964290772e-09
8.359999991020 8.369999991009 3.6406671281345e-09
8.369999991009 8.379999990998 3.6345553352207e-09
8.379999990998 8.389999990987 3.6284605427795e-09
8.389999990987 8.399999990976 3.6223828998937e-09
8.399999990976 8.409999990965 3.6163225545155e-09
8.409999990965 8.419999990953 3.6102790024304e-09
8.419999990953 8.429999990942 3.6042523926900e-09
8.429999990942 8.439999990931 3.5982426569453e-09
8.439999990931 8.449999990920 3.5922499431229e-09
8.449999990920 8.459999990909 3.5862737513862e-09
8.459999990909 8.469999990898 3.5803142307333e-09
8.469999990898 8.479999990887 3.5743715290638e-09
8.479999990887 8.489999990875 3.5684451497662e-09
8.489999990875 8.499999990864 3.5625354559044e-09
8.499999990864 8.509999990853 3.5566419530066e-09
8.509999990853 8.519999990842 3.5507650033744e-09
8.519999990842 8.529999990831 3.5449043276866e-09
8.529999990831 8.539999990820 3.5390598610727e-09
8.539999990820 8.549999990809 3.5332315389874e-09
8.549999990809 8.559999990797 3.5274192972245e-09
8.559999990797 8.569999990786 3.5216230719086e-09
8.569999990786 8.579999990775 3.5158430107449e-09
8.579999990775 8.589999990764 3.5100786276521e-09
8.589999990764 8.599999990753 3.5043302818885e-09
8.599999990753 8.609999990742 3.4985976996330e-09
8.609999990742 8.619999990731 3.4928808186299e-09
8.619999990731 8.629999990720 3.4871797864549e-09
8.629999990720 8.639999990708 3.4814941221311e-09
8.639999990708 8.649999990697 3.4758241830249e-09
8.649999990697 8.659999990686 3.4701696986408e-09
8.659999990686 8.669999990675 3.4645306083075e-09
8.669999990675 8.679999990664 3.4589070594321e-09
8.679999990664 8.689999990653 3.4532987834940e-09
8.689999990653 8.699999990642 3.4477057207355e-09
8.699999990642 8.709999990630 3.4421278117109e-09
8.709999990630 8.719999990619 3.4365652036821e-09
8.719999990619 8.729999990608 3.4310176307099e-09
8.729999990608 8.739999990597 3.4254850342413e-09
8.739999990597 8.749999990586 3.4199675614243e-09
8.749999990586 8.759999990575 3.4144647431547e-09
8.759999990575 8.769999990564 3.4089771369729e-09
8.769999990564 8.779999990552 3.4035040702930e-09
8.779999990552 8.789999990541 3.3980458951617e-09
8.789999990541 8.799999990530 3.3926023500491e-09
8.799999990530 8.809999990519 3.3871735818403e-09
8.809999990519 8.819999990508 3.3817593302393e-09
8.819999990508 8.829999990497 3.3763595392958e-09
8.829999990497 8.839999990486 3.3709743557612e-09
8.839999990486 8.849999990474 3.3656035211675e-09
8.849999990474 8.859999990463 3.3602471821701e-09
8.859999990463 8.869999990452 3.3549050815080e-09
8.869999990452 8.879999990441 3.3495771646223e-09
8.879999990441 8.889999990430 3.3442635780098e-09
8.889999990430 8.899999990419 3.3389640662105e-09
8.899999990419 8.909999990408 3.3336787756144e-09
8.909999990408 8.919999990396 3.3284074519489e-09
8.919999990396 8.929999990385 3.3231502414999e-09
8.929999990385 8.939999990374 3.3179068911577e-09
8.939999990374 8.949999990363 3.3126775471059e-09
8.949999990363 8.959999990352 3.3074619573989e-09
8.959999990352 8.969999990341 3.3022600698656e-09
8.969999990341 8.979999990330 3.2970720305062e-09
8.979999990330 8.989999990318 3.2918977867164e-09
8.989999990318 8.999999990307 3.2867370888498e-09
8.999999990307 9.009999990296 3.2815900827397e-09
9.009999990296 9.019999990285 3.2764565198733e-09
9.019999990285 9.029999990274 3.2713363496029e-09
9.029999990274 9.039999990263 3.2662299136125e-09
9.039999990263 9.049999990252 3.2611365726811e-09
9.049999990252 9.059999990240 3.2560568641028e-09
9.059999990240 9.069999990229 3.2509903461268e-09
9.069999990229 9.079999990218 3.2459369693292e-09
9.079999990218 9.089999990207 3.2408968790322e-09
9.089999990207 9.099999990196 3.2358700253745e-09
9.099999990196 9.109999990185 3.2308561648445e-09
9.109999990185 9.119999990174 3.2258554425633e-09
9.119999990174 9.129999990162 3.2208678093920e-09
9.129999990162 9.139999990151 3.2158930234403e-09
9.139999990151 9.149999990140 3.2109312296290e-09
9.149999990140 9.159999990129 3.2059821871423e-09
9.159999990129 9.169999990118 3.2010460407579e-09
9.169999990118 9.179999990107 3.1961227425030e-09
9.179999990107 9.189999990096 3.1912120531554e-09
9.189999990096 9.199999990084 3.1863141172809e-09
9.199999990084 9.209999990073 3.1814288875917e-09
9.209999990073 9.219999990062 3.1765561264400e-09
9.219999990062 9.229999990051 3.1716959781692e-09
9.229999990051 9.239999990040 3.1668483961732e-09
9.239999990040 9.249999990029 3.1620131443488e-09
9.249999990029 9.259999990018 3.1571903668237e-09
9.259999990018 9.269999990006 3.1523800176506e-09
9.269999990006 9.279999989995 3.1475818622633e-09
9.279999989995 9.289999989984 3.1427960445622e-09
9.289999989984 9.299999989973 3.1380225192460e-09
9.299999989973 9.309999989962 3.1332612412351e-09
9.309999989962 9.319999989951 3.1285119779803e-09
9.319999989951 9.329999989940 3.1237750604576e-09
9.329999989940 9.339999989928 3.1190500691657e-09
9.339999989928 9.349999989917 3.1143369607237e-09
9.349999989917 9.359999989906 3.1096360650088e-09
9.359999989906 9.369999989895 3.1049469648617e-09
9.369999989895 9.379999989884 3.1002698034771e-09
9.379999989884 9.389999989873 3.0956043517662e-09
9.389999989873 9.399999989862 3.0909509381527e-09
9.399999989862 9.409999989850 3.0863091485628e-09
9.409999989850 9.419999989839 3.0816791258677e-09
9.419999989839 9.429999989828 3.0770608274612e-09
9.429999989828 9.439999989817 3.0724542109350e-09
9.439999989817 9.449999989806 3.0678592340842e-09
9.449999989806 9.459999989795 3.0632756711889e-09
9.459999989795 9.469999989784 3.0587036647005e-09
9.469999989784 9.479999989773 3.0541431729972e-09
9.479999989773 9.489999989761 3.0495941546511e-09
9.489999989761 9.499999989750 3.0450565684321e-09
9.499999989750 9.509999989739 3.0405301909602e-09
9.509999989739 9.519999989728 3.0360153463258e-09
9.519999989728 9.529999989717 3.0315116294715e-09
9.529999989717 9.539999989706 3.0270191822573e-09
9.539999989706 9.549999989695 3.0225379643876e-09
9.549999989695 9.559999989683 3.0180679357660e-09
9.559999989683 9.569999989672 3.0136090564724e-09
9.569999989672 9.579999989661 3.0091612867731e-09
9.579999989661 9.589999989650 3.0047244069598e-09
9.589999989650 9.599999989639 3.0002987382513e-09
9.599999989639 9.609999989628 2.9958838814105e-09
9.609999989628 9.619999989617 2.9914799775860e-09
9.619999989617 9.629999989605 2.9870869879482e-09
9.629999989605 9.639999989594 2.9827050526685e-09
9.639999989594 9.649999989583 2.9783337753640e-09
9.649999989583 9.659999989572 2.9739732968183e-09
9.659999989572 9.669999989561 2.9696234008846e-09
9.669999989561 9.679999989550 2.9652844059334e-09
9.679999989550 9.689999989539 2.9609560958950e-09
9.689999989539 9.699999989527 2.9566384331643e-09
9.699999989527 9.709999989516 2.9523312033281e-09
9.709999989516 9.719999989505 2.9480347233468e-09
9.719999989505 9.729999989494 2.9437487788837e-09
9.729999989494 9.739999989483 2.9394731568132e-09
9.739999989483 9.749999989472 2.9352081730371e-09
9.749999989472 9.759999989461 2.9309534388199e-09
9.759999989461 9.769999989449 2.9267092693643e-09
9.769999989449 9.779999989438 2.9224752772918e-09
9.779999989438 9.789999989427 2.9182517771069e-09
9.789999989427 9.799999989416 2.9140383827847e-09
9.799999989416 9.809999989405 2.9098354081310e-09
9.809999989405 9.819999989394 2.9056426426109e-09
9.819999989394 9.829999989383 2.9014598768839e-09
9.829999989383 9.839999989371 2.8972874237013e-09
9.839999989371 9.849999989360 2.8931249003867e-09
9.849999989360 9.859999989349 2.8889726189989e-09
9.859999989349 9.869999989338 2.8848301981862e-09
9.869999989338 9.879999989327 2.8806979493130e-09
9.879999989327 9.889999989316 2.8765756647298e-09
9.889999989316 9.899999989305 2.8724633100807e-09
9.899999989305 9.909999989293 2.8683606792714e-09
9.909999989293 9.919999989282 2.8642680822889e-09
9.919999989282 9.929999989271 2.8601853130900e-09
9.929999989271 9.939999989260 2.8561123379289e-09
9.939999989260 9.949999989249 2.8520491232088e-09
9.949999989249 9.959999989238 2.8479956354827e-09
9.959999989238 9.969999989227 2.8439518414485e-09
9.969999989227 9.979999989215 2.8399178781256e-09
9.979999989215 9.989999989204 2.8358933719233e-09
9.989999989204 9.999999989193 2.8318784603978e-09
