,1e-13,1.2589254117941663e-13,1.584893192461111e-13,1.9952623149688747e-13,2.511886431509572e-13
5.6e-05,"[0.353, 0.517, 0.619, 0.723, 0.768, 0.797, 0.811, 0.846, 0.887, 0.892, 0.891, 0.896, 0.916, 0.913, 0.905, 0.919]","[0.395, 0.554, 0.729, 0.793, 0.841, 0.887, 0.899, 0.918, 0.936, 0.949, 0.962, 0.975, 0.976, 0.972, 0.975, 0.979]","[0.511, 0.74, 0.818, 0.889, 0.93, 0.929, 0.965, 0.975, 0.974, 0.989, 0.989, 0.991, 0.996, 0.997, 0.998, 0.993]","[0.536, 0.755, 0.863, 0.914, 0.948, 0.954, 0.97, 0.986, 0.985, 0.992, 0.992, 0.997, 0.995, 0.996, 0.998, 1.0]","[0.518, 0.759, 0.871, 0.928, 0.956, 0.97, 0.965, 0.992, 0.991, 0.995, 0.996, 0.999, 0.999, 0.999, 1.0, 1.0]"
0.00025,"[0.345, 0.508, 0.62, 0.685, 0.753, 0.739, 0.757, 0.792, 0.831, 0.787, 0.635, 0.135, 0.0, 0.0, 0.0, 0.0]","[0.38, 0.636, 0.675, 0.769, 0.826, 0.86, 0.862, 0.882, 0.893, 0.913, 0.903, 0.862, 0.753, 0.313, 0.0, 0.0]","[0.489, 0.715, 0.787, 0.879, 0.907, 0.935, 0.947, 0.929, 0.955, 0.953, 0.967, 0.974, 0.97, 0.954, 0.826, 0.2]","[0.475, 0.716, 0.837, 0.89, 0.913, 0.94, 0.955, 0.957, 0.967, 0.977, 0.982, 0.982, 0.982, 0.987, 0.978, 0.962]","[0.474, 0.733, 0.855, 0.901, 0.942, 0.945, 0.958, 0.964, 0.968, 0.975, 0.986, 0.992, 0.988, 0.985, 0.988, 0.982]"
0.0007,"[0.272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.414, 0.189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.463, 0.662, 0.031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.493, 0.686, 0.723, 0.014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.462, 0.722, 0.8, 0.82, 0.268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
