,1e-13,1.2589254117941663e-13,1.584893192461111e-13,1.9952623149688747e-13,2.511886431509572e-13
5.6e-05,"[0.347, 0.512, 0.633, 0.702, 0.775, 0.804, 0.838, 0.844, 0.896, 0.944, 0.957, 0.962, 0.964, 0.971, 0.965, 0.966]","[0.417, 0.6, 0.703, 0.801, 0.856, 0.905, 0.898, 0.917, 0.953, 0.982, 0.99, 0.992, 0.996, 0.988, 0.993, 0.995]","[0.5, 0.716, 0.85, 0.893, 0.936, 0.941, 0.962, 0.972, 0.987, 0.994, 0.995, 0.996, 0.997, 0.995, 0.999, 0.999]","[0.499, 0.753, 0.834, 0.906, 0.942, 0.971, 0.98, 0.987, 0.997, 0.994, 0.999, 0.999, 1.0, 0.999, 1.0, 1.0]","[0.508, 0.73, 0.87, 0.923, 0.941, 0.967, 0.976, 0.983, 0.995, 0.998, 0.999, 1.0, 1.0, 1.0, 1.0, 1.0]"
0.00025,"[0.323, 0.505, 0.631, 0.693, 0.727, 0.753, 0.764, 0.8, 0.856, 0.899, 0.9, 0.851, 0.859, 0.832, 0.861, 0.808]","[0.387, 0.581, 0.733, 0.782, 0.81, 0.858, 0.854, 0.879, 0.941, 0.963, 0.977, 0.967, 0.979, 0.946, 0.956, 0.945]","[0.473, 0.714, 0.801, 0.844, 0.905, 0.921, 0.949, 0.953, 0.976, 0.982, 0.986, 0.988, 0.991, 0.989, 0.991, 0.983]","[0.522, 0.702, 0.833, 0.885, 0.922, 0.934, 0.948, 0.968, 0.98, 0.993, 0.995, 0.993, 0.998, 0.996, 0.992, 0.995]","[0.514, 0.714, 0.846, 0.895, 0.93, 0.952, 0.962, 0.968, 0.982, 0.998, 0.995, 0.995, 0.994, 0.997, 0.996, 0.995]"
0.0007,"[0.294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037, 0.0, 0.003, 0.0, 0.0, 0.01, 0.0]","[0.381, 0.208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.098, 0.0, 0.003, 0.003, 0.0, 0.044, 0.0]","[0.466, 0.648, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.157, 0.0, 0.008, 0.07, 0.0, 0.061, 0.0]","[0.475, 0.705, 0.736, 0.018, 0.0, 0.0, 0.0, 0.0, 0.003, 0.204, 0.19, 0.006, 0.112, 0.001, 0.096, 0.0]","[0.487, 0.699, 0.797, 0.83, 0.254, 0.0, 0.0, 0.0, 0.628, 0.33, 0.439, 0.138, 0.211, 0.179, 0.146, 0.093]"
