,ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match,ned_match,simbad_match,vizier_match,xray-binaries_match
212,5885,318.12659932619124,-63.498980265363635,3.672088050535557,0.2106421106175894,8.786419868469238,no,no,no,no,no,no,no,no
213,8036,334.37741526022836,0.15239682612066366,6.702030902706711,0.33050077192226646,20.772653579711914,no,yes,yes,no,no,no,no,no
214,8594,53.24614206579261,-27.72746061482453,8.240240168020941,0.5232969352931909,13.254497528076172,no,yes,yes,no,no,no,no,no
215,16453,53.07676215957398,-27.87361180501693,4.281364764308791,0.11996669903160279,45.725914001464844,no,no,no,no,no,no,no,no
216,16454,53.16163226003447,-27.859486846350006,3.73687845469961,0.08609971438542988,47.09370422363281,no,no,no,no,no,no,no,no
217,16459,53.199356132709454,-27.709149665975364,7.149024036235883,0.535728870729585,13.515868186950684,no,yes,yes,no,no,no,no,no
218,17542,53.12592116335834,-27.75127052623828,3.386107228640328,0.1318741274855788,17.382530212402344,no,yes,yes,no,no,no,no,no
219,17307,34.07573810663654,-5.1026147390766985,7.950229890091069,0.32718297990329903,20.430688858032227,no,yes,yes,no,no,no,no,no
220,12317,191.86629127839916,-2.1568809851102073,0.640331766174319,0.060769189099262676,33.19414138793945,no,no,no,no,no,no,no,no
221,635,246.86221155825044,-24.680795776560288,6.711100806398803,0.05270374166956951,311.5278015136719,no,yes,no,no,no,no,no,no
222,12301,148.88870097241772,68.96562726990831,3.233812968080242,0.21192974956328775,7.097710609436035,no,no,no,no,no,no,no,no
223,13814,202.41666526366726,47.21026094683014,4.122419269674158,0.0350563230367367,251.93121337890625,no,yes,yes,no,no,no,no,yes
224,6792,221.89159207424976,9.334199106107343,5.976487513396306,0.4267067913265318,9.664977073669434,no,no,no,no,no,no,no,no
225,11756,159.5678855057949,48.86685102950891,4.462893021386952,0.2334180317879043,21.039613723754883,no,no,yes,no,no,no,no,no
226,1882,91.94791667832183,-6.39343192872527,1.047458616218655,0.09188752403447578,15.127252578735352,no,no,no,no,no,no,no,no
227,3498,83.80832271208119,-5.407748860530554,0.9829758538000638,0.04516944104591036,29.6662540435791,no,no,yes,no,no,no,no,no
228,3498,83.84816796354238,-5.325021252742488,4.554269182342515,0.2231757321203637,7.430656433105469,no,no,yes,no,no,no,no,no
229,4373,83.80270543660833,-5.3680292512209915,1.89711947886334,0.05706344460342243,18.499696731567383,no,no,yes,no,no,no,no,no
230,4373,83.81447272926175,-5.328679927100872,3.999507068087614,0.1366477216709562,14.78028392791748,no,no,yes,no,no,no,no,no
231,4373,83.80103774109499,-5.4067747076470765,1.276884244125277,0.09560854719795069,10.137767791748047,no,no,yes,no,no,no,no,no
232,4396,83.84384802031717,-5.330839803421991,4.133260585461694,0.07686388948222646,44.871185302734375,no,no,no,no,no,no,no,no
233,4396,83.82424069512189,-5.372110402427347,1.414259805024868,0.09587256274009114,3.172677755355835,no,no,yes,no,no,no,no,no
234,17735,83.81494846379547,-5.357417229045116,2.030779504017125,0.08741839721985802,14.082006454467773,no,no,yes,no,no,no,no,no
235,17735,83.82765415361892,-5.318195664839569,4.335893256502668,0.17395341926951993,10.670019149780273,no,no,yes,no,no,no,no,no
236,20343,11.823518804724339,-25.307579948910398,3.817779789497453,0.03695317082568798,137.55320739746094,no,no,yes,no,no,no,no,yes
237,20343,11.883566381254015,-25.289459034537387,0.4110204695755267,0.02627626282432302,63.832298278808594,no,no,yes,no,no,no,no,yes
238,16135,356.1255079525603,-42.74859397615461,5.830714132178736,0.43299412432250717,7.465997219085693,no,yes,yes,no,no,no,no,no
239,16231,54.642483387757785,-35.7248334005952,9.450034446964825,0.5662682362038612,16.67255401611328,no,yes,yes,no,no,no,no,no
240,21549,346.8172619788118,-51.32608577777573,5.893473805972456,0.3488859387707644,12.362960815429688,no,yes,yes,no,no,no,no,no
241,2313,53.209288286835836,-27.88115842659927,6.505348342636242,0.30829223947784784,19.675207138061523,no,yes,yes,no,no,no,no,no
